period,operator_group,traffic_tb,total_market_tb,share_pct,aggregation_note
2019-01,Entel,75328.032219,724594.589339,10.395887,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-01,GTD,38876.651412,724594.589339,5.365297,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-01,Grupo Claro-VTR,360465.460015,724594.589339,49.747192,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-01,Movistar,206460.601989,724594.589339,28.493257,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-01,Mundo,42982.187385,724594.589339,5.931895,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-02,Entel,75517.545086,667794.85346,11.308495,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-02,GTD,34615.831261,667794.85346,5.183603,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-02,Grupo Claro-VTR,330158.658963,667794.85346,49.440132,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-02,Movistar,184188.068319,667794.85346,27.581535,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-02,Mundo,42857.256899,667794.85346,6.417728,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-03,Entel,79799.737299,664016.587757,12.017733,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-03,GTD,40267.574954,664016.587757,6.064242,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-03,Grupo Claro-VTR,305693.317289,664016.587757,46.037,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-03,Movistar,193916.190374,664016.587757,29.203516,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-03,Mundo,44047.791103,664016.587757,6.633538,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-04,Entel,84426.119998,707812.043599,11.92776,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-04,GTD,39096.584729,707812.043599,5.523583,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-04,Grupo Claro-VTR,347041.160364,707812.043599,49.030129,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-04,Movistar,193440.088622,707812.043599,27.329302,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-04,Mundo,43516.496198,707812.043599,6.14803,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-05,Entel,86751.819381,755253.990326,11.486443,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-05,GTD,42605.69873,755253.990326,5.641241,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-05,Grupo Claro-VTR,369361.027008,755253.990326,48.905538,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-05,Movistar,207663.559065,755253.990326,27.495857,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-05,Mundo,48624.078184,755253.990326,6.438109,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-06,Entel,87416.210156,783563.05984,11.156244,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-06,GTD,44027.734481,783563.05984,5.618914,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-06,Grupo Claro-VTR,384738.811464,783563.05984,49.101193,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-06,Movistar,212800.614342,783563.05984,27.158071,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-06,Mundo,54340.792896,783563.05984,6.935089,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-07,Entel,91812.560672,878244.53802,10.4541,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-07,GTD,49364.243645,878244.53802,5.620786,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-07,Grupo Claro-VTR,427979.724617,878244.53802,48.731271,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-07,Movistar,249571.628846,878244.53802,28.4171,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-07,Mundo,59275.841441,878244.53802,6.749355,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-08,Entel,93213.851279,841185.249382,11.081251,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-08,GTD,40695.172025,841185.249382,4.837837,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-08,Grupo Claro-VTR,418210.670417,841185.249382,49.716834,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-08,Movistar,237151.051451,841185.249382,28.192488,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-08,Mundo,51658.160526,841185.249382,6.141116,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-09,Entel,94738.365457,837105.676048,11.317372,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-09,GTD,47363.151115,837105.676048,5.657966,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-09,Grupo Claro-VTR,412916.819982,837105.676048,49.326726,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-09,Movistar,230158.007543,837105.676048,27.494498,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-09,Mundo,51657.913135,837105.676048,6.171015,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-10,Entel,104572.520499,925908.794766,11.294041,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-10,GTD,53828.582249,925908.794766,5.813594,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-10,Grupo Claro-VTR,459425.990426,925908.794766,49.618925,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-10,Movistar,260362.872379,925908.794766,28.11971,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-10,Mundo,47404.218602,925908.794766,5.11975,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-11,Entel,102592.141461,877550.452449,11.69074,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-11,GTD,51649.401848,877550.452449,5.885633,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-11,Grupo Claro-VTR,432089.122447,877550.452449,49.238095,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-11,Movistar,245385.941191,877550.452449,27.962602,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-11,Mundo,45529.364532,877550.452449,5.188233,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-12,Entel,104747.337192,916657.957465,11.427091,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-12,GTD,56023.491117,916657.957465,6.111712,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-12,Grupo Claro-VTR,446355.543747,916657.957465,48.693795,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-12,Movistar,246616.037074,916657.957465,26.903823,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2019-12,Mundo,62604.610884,916657.957465,6.829659,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-01,Entel,103967.428233,919275.672113,11.309712,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-01,GTD,53168.698272,919275.672113,5.78376,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-01,Grupo Claro-VTR,447016.118923,919275.672113,48.626993,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-01,Movistar,247229.668125,919275.672113,26.893964,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-01,Mundo,67580.914853,919275.672113,7.35154,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-02,Entel,105677.330054,864315.136312,12.226713,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-02,GTD,50671.116296,864315.136312,5.862574,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-02,Grupo Claro-VTR,421980.365446,864315.136312,48.822512,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-02,Movistar,227501.569066,864315.136312,26.3216,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-02,Mundo,58177.749152,864315.136312,6.731081,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-03,Entel,121344.666087,1133979.111902,10.700785,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-03,GTD,72696.538869,1133979.111902,6.410748,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-03,Grupo Claro-VTR,541634.665174,1133979.111902,47.764078,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-03,Movistar,301887.497442,1133979.111902,26.621963,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-03,Mundo,96112.153167,1133979.111902,8.475655,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-04,Entel,128854.831725,1230972.994363,10.467722,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-04,GTD,80467.901852,1230972.994363,6.536935,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-04,Grupo Claro-VTR,566262.151456,1230972.994363,46.001184,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-04,Movistar,333473.626489,1230972.994363,27.090247,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-04,Mundo,121687.272367,1230972.994363,9.885454,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-05,Entel,136090.643892,1302758.910424,10.446341,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-05,GTD,91957.870722,1302758.910424,7.058702,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-05,Grupo Claro-VTR,585612.787084,1302758.910424,44.951739,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-05,Movistar,342776.398138,1302758.910424,26.311576,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-05,Mundo,146114.491182,1302758.910424,11.215774,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-06,Entel,145918.252031,1324946.546082,11.013143,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-06,GTD,93782.293364,1324946.546082,7.078194,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-06,Grupo Claro-VTR,580430.251181,1324946.546082,43.807824,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-06,Movistar,351346.273226,1324946.546082,26.51777,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-06,Mundo,153280.055461,1324946.546082,11.568773,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-07,Entel,147261.653398,1380527.183017,10.667059,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-07,GTD,93595.272422,1380527.183017,6.779676,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-07,Grupo Claro-VTR,605084.451341,1380527.183017,43.829956,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-07,Movistar,370957.679358,1380527.183017,26.870726,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-07,Mundo,162396.242111,1380527.183017,11.76335,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-08,Entel,152931.65595,1427439.364926,10.713706,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-08,GTD,98510.222227,1427439.364926,6.901184,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-08,Grupo Claro-VTR,618194.435628,1427439.364926,43.30793,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-08,Movistar,374340.564688,1427439.364926,26.224621,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-08,Mundo,181687.128147,1427439.364926,12.728185,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-09,Entel,143952.14783,1351725.710877,10.649509,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-09,GTD,92145.903264,1351725.710877,6.816908,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-09,Grupo Claro-VTR,562026.780762,1351725.710877,41.578463,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-09,Movistar,374692.547067,1351725.710877,27.719569,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-09,Mundo,176740.719551,1351725.710877,13.075191,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-10,Entel,147485.530598,1385806.027202,10.642581,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-10,GTD,96619.918123,1385806.027202,6.97211,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-10,Grupo Claro-VTR,562019.976355,1385806.027202,40.555458,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-10,Movistar,389557.511563,1385806.027202,28.110537,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-10,Mundo,187782.058298,1385806.027202,13.550385,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-11,Entel,141563.212406,1392408.128931,10.16679,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-11,GTD,99288.427198,1392408.128931,7.130699,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-11,Grupo Claro-VTR,549380.389387,1392408.128931,39.455414,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-11,Movistar,399100.035814,1392408.128931,28.662576,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-11,Mundo,198960.174984,1392408.128931,14.288927,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-12,Entel,139153.251296,1478307.328318,9.413012,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-12,GTD,104981.385761,1478307.328318,7.101459,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-12,Grupo Claro-VTR,576811.318549,1478307.328318,39.018363,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
2020-12,Movistar,428882.998165,1478307.328318,29.011762,Entel=Entel S.A.+Entelphone; GTD=Telsur+GTD Manquehue; other groups preserve source label
