period,year,month,series_group,indicator,value,unit,source_sheet,source_row
2019-09,2019,9,mobile_connections,connections_3g,2532165,connections,8.1.CO_TEC_MOVIL,125
2019-09,2019,9,mobile_connections,connections_4g,15931990,connections,8.1.CO_TEC_MOVIL,125
2019-09,2019,9,mobile_connections,mobile_connections_total,18755659,connections,8.1.CO_TEC_MOVIL,125
2019-09,2019,9,mobile_connections,connections_3g_4g_5g,18464155,connections,8.1.CO_TEC_MOVIL,125
2019-10,2019,10,mobile_connections,connections_2g,274161,connections,8.1.CO_TEC_MOVIL,126
2019-10,2019,10,mobile_connections,connections_3g,2468569,connections,8.1.CO_TEC_MOVIL,126
2019-10,2019,10,mobile_connections,connections_4g,15956912,connections,8.1.CO_TEC_MOVIL,126
2019-10,2019,10,mobile_connections,mobile_connections_total,18699642,connections,8.1.CO_TEC_MOVIL,126
2019-10,2019,10,mobile_connections,connections_3g_4g_5g,18425481,connections,8.1.CO_TEC_MOVIL,126
2019-11,2019,11,mobile_connections,connections_2g,286046,connections,8.1.CO_TEC_MOVIL,127
2019-11,2019,11,mobile_connections,connections_3g,2462437,connections,8.1.CO_TEC_MOVIL,127
2019-11,2019,11,mobile_connections,connections_4g,16182992,connections,8.1.CO_TEC_MOVIL,127
2019-11,2019,11,mobile_connections,mobile_connections_total,18931475,connections,8.1.CO_TEC_MOVIL,127
2019-11,2019,11,mobile_connections,connections_3g_4g_5g,18645429,connections,8.1.CO_TEC_MOVIL,127
2019-12,2019,12,mobile_connections,connections_2g,286123,connections,8.1.CO_TEC_MOVIL,128
2019-12,2019,12,mobile_connections,connections_3g,2454468,connections,8.1.CO_TEC_MOVIL,128
2019-12,2019,12,mobile_connections,connections_4g,16506614,connections,8.1.CO_TEC_MOVIL,128
2019-12,2019,12,mobile_connections,mobile_connections_total,19247205,connections,8.1.CO_TEC_MOVIL,128
2019-12,2019,12,mobile_connections,connections_3g_4g_5g,18961082,connections,8.1.CO_TEC_MOVIL,128
2020-01,2020,1,mobile_connections,connections_2g,279207,connections,8.1.CO_TEC_MOVIL,129
2020-01,2020,1,mobile_connections,connections_3g,2386584,connections,8.1.CO_TEC_MOVIL,129
2020-01,2020,1,mobile_connections,connections_4g,16551248,connections,8.1.CO_TEC_MOVIL,129
2020-01,2020,1,mobile_connections,mobile_connections_total,19217039,connections,8.1.CO_TEC_MOVIL,129
2020-01,2020,1,mobile_connections,connections_3g_4g_5g,18937832,connections,8.1.CO_TEC_MOVIL,129
2020-02,2020,2,mobile_connections,connections_2g,269379,connections,8.1.CO_TEC_MOVIL,130
2020-02,2020,2,mobile_connections,connections_3g,2379005,connections,8.1.CO_TEC_MOVIL,130
2020-02,2020,2,mobile_connections,connections_4g,16484965,connections,8.1.CO_TEC_MOVIL,130
2020-02,2020,2,mobile_connections,mobile_connections_total,19133349,connections,8.1.CO_TEC_MOVIL,130
2020-02,2020,2,mobile_connections,connections_3g_4g_5g,18863970,connections,8.1.CO_TEC_MOVIL,130
2020-03,2020,3,mobile_connections,connections_2g,263615,connections,8.1.CO_TEC_MOVIL,131
2020-03,2020,3,mobile_connections,connections_3g,2346482,connections,8.1.CO_TEC_MOVIL,131
2020-03,2020,3,mobile_connections,connections_4g,16599646,connections,8.1.CO_TEC_MOVIL,131
2020-03,2020,3,mobile_connections,mobile_connections_total,19209743,connections,8.1.CO_TEC_MOVIL,131
2020-03,2020,3,mobile_connections,connections_3g_4g_5g,18946128,connections,8.1.CO_TEC_MOVIL,131
2020-04,2020,4,mobile_connections,connections_2g,256085,connections,8.1.CO_TEC_MOVIL,132
2020-04,2020,4,mobile_connections,connections_3g,2294426,connections,8.1.CO_TEC_MOVIL,132
2020-04,2020,4,mobile_connections,connections_4g,16583152,connections,8.1.CO_TEC_MOVIL,132
2020-04,2020,4,mobile_connections,mobile_connections_total,19133663,connections,8.1.CO_TEC_MOVIL,132
2020-04,2020,4,mobile_connections,connections_3g_4g_5g,18877578,connections,8.1.CO_TEC_MOVIL,132
2020-05,2020,5,mobile_connections,connections_2g,255032,connections,8.1.CO_TEC_MOVIL,133
2020-05,2020,5,mobile_connections,connections_3g,2285203,connections,8.1.CO_TEC_MOVIL,133
2020-05,2020,5,mobile_connections,connections_4g,16690116,connections,8.1.CO_TEC_MOVIL,133
2020-05,2020,5,mobile_connections,mobile_connections_total,19230351,connections,8.1.CO_TEC_MOVIL,133
2020-05,2020,5,mobile_connections,connections_3g_4g_5g,18975319,connections,8.1.CO_TEC_MOVIL,133
2020-06,2020,6,mobile_connections,connections_2g,248343,connections,8.1.CO_TEC_MOVIL,134
2020-06,2020,6,mobile_connections,connections_3g,2306720,connections,8.1.CO_TEC_MOVIL,134
2020-06,2020,6,mobile_connections,connections_4g,16816618,connections,8.1.CO_TEC_MOVIL,134
2020-06,2020,6,mobile_connections,mobile_connections_total,19371681,connections,8.1.CO_TEC_MOVIL,134
2020-06,2020,6,mobile_connections,connections_3g_4g_5g,19123338,connections,8.1.CO_TEC_MOVIL,134
2020-07,2020,7,mobile_connections,connections_2g,238949,connections,8.1.CO_TEC_MOVIL,135
2020-07,2020,7,mobile_connections,connections_3g,2223232,connections,8.1.CO_TEC_MOVIL,135
2020-07,2020,7,mobile_connections,connections_4g,17081909,connections,8.1.CO_TEC_MOVIL,135
2020-07,2020,7,mobile_connections,mobile_connections_total,19544090,connections,8.1.CO_TEC_MOVIL,135
2020-07,2020,7,mobile_connections,connections_3g_4g_5g,19305141,connections,8.1.CO_TEC_MOVIL,135
2020-08,2020,8,mobile_connections,connections_2g,222283,connections,8.1.CO_TEC_MOVIL,136
2020-08,2020,8,mobile_connections,connections_3g,2157574,connections,8.1.CO_TEC_MOVIL,136
2020-08,2020,8,mobile_connections,connections_4g,17443886,connections,8.1.CO_TEC_MOVIL,136
2020-08,2020,8,mobile_connections,mobile_connections_total,19823743,connections,8.1.CO_TEC_MOVIL,136
2020-08,2020,8,mobile_connections,connections_3g_4g_5g,19601460,connections,8.1.CO_TEC_MOVIL,136
2020-09,2020,9,mobile_connections,connections_2g,213434,connections,8.1.CO_TEC_MOVIL,137
2020-09,2020,9,mobile_connections,connections_3g,2095488,connections,8.1.CO_TEC_MOVIL,137
2020-09,2020,9,mobile_connections,connections_4g,17699455,connections,8.1.CO_TEC_MOVIL,137
2020-09,2020,9,mobile_connections,mobile_connections_total,20008377,connections,8.1.CO_TEC_MOVIL,137
2020-09,2020,9,mobile_connections,connections_3g_4g_5g,19794943,connections,8.1.CO_TEC_MOVIL,137
2020-10,2020,10,mobile_connections,connections_2g,204218,connections,8.1.CO_TEC_MOVIL,138
2020-10,2020,10,mobile_connections,connections_3g,2070677,connections,8.1.CO_TEC_MOVIL,138
2020-10,2020,10,mobile_connections,connections_4g,17901998,connections,8.1.CO_TEC_MOVIL,138
2020-10,2020,10,mobile_connections,mobile_connections_total,20176893,connections,8.1.CO_TEC_MOVIL,138
2020-10,2020,10,mobile_connections,connections_3g_4g_5g,19972675,connections,8.1.CO_TEC_MOVIL,138
2020-11,2020,11,mobile_connections,connections_2g,194446,connections,8.1.CO_TEC_MOVIL,139
2020-11,2020,11,mobile_connections,connections_3g,2037442,connections,8.1.CO_TEC_MOVIL,139
2020-11,2020,11,mobile_connections,connections_4g,18110587,connections,8.1.CO_TEC_MOVIL,139
2020-11,2020,11,mobile_connections,mobile_connections_total,20342475,connections,8.1.CO_TEC_MOVIL,139
2020-11,2020,11,mobile_connections,connections_3g_4g_5g,20148029,connections,8.1.CO_TEC_MOVIL,139
2020-12,2020,12,mobile_connections,connections_2g,167375,connections,8.1.CO_TEC_MOVIL,140
2020-12,2020,12,mobile_connections,connections_3g,1960755,connections,8.1.CO_TEC_MOVIL,140
2020-12,2020,12,mobile_connections,connections_4g,18582095,connections,8.1.CO_TEC_MOVIL,140
2020-12,2020,12,mobile_connections,mobile_connections_total,20710225,connections,8.1.CO_TEC_MOVIL,140
2020-12,2020,12,mobile_connections,connections_3g_4g_5g,20542850,connections,8.1.CO_TEC_MOVIL,140
2021-01,2021,1,mobile_connections,connections_2g,167922,connections,8.1.CO_TEC_MOVIL,141
2021-01,2021,1,mobile_connections,connections_3g,1913465,connections,8.1.CO_TEC_MOVIL,141
2021-01,2021,1,mobile_connections,connections_4g,18502205,connections,8.1.CO_TEC_MOVIL,141
2021-01,2021,1,mobile_connections,mobile_connections_total,20583592,connections,8.1.CO_TEC_MOVIL,141
2021-01,2021,1,mobile_connections,connections_3g_4g_5g,20415670,connections,8.1.CO_TEC_MOVIL,141
2021-02,2021,2,mobile_connections,connections_2g,167846,connections,8.1.CO_TEC_MOVIL,142
2021-02,2021,2,mobile_connections,connections_3g,1920036,connections,8.1.CO_TEC_MOVIL,142
2021-02,2021,2,mobile_connections,connections_4g,18665829,connections,8.1.CO_TEC_MOVIL,142
2021-02,2021,2,mobile_connections,mobile_connections_total,20753711,connections,8.1.CO_TEC_MOVIL,142
2021-02,2021,2,mobile_connections,connections_3g_4g_5g,20585865,connections,8.1.CO_TEC_MOVIL,142
2021-03,2021,3,mobile_connections,connections_2g,174745,connections,8.1.CO_TEC_MOVIL,143
2021-03,2021,3,mobile_connections,connections_3g,1953467,connections,8.1.CO_TEC_MOVIL,143
2021-03,2021,3,mobile_connections,connections_4g,19213129,connections,8.1.CO_TEC_MOVIL,143
2021-03,2021,3,mobile_connections,mobile_connections_total,21341341,connections,8.1.CO_TEC_MOVIL,143
2021-03,2021,3,mobile_connections,connections_3g_4g_5g,21166596,connections,8.1.CO_TEC_MOVIL,143
2021-04,2021,4,mobile_connections,connections_2g,171145,connections,8.1.CO_TEC_MOVIL,144
2021-04,2021,4,mobile_connections,connections_3g,1868077,connections,8.1.CO_TEC_MOVIL,144
2021-04,2021,4,mobile_connections,connections_4g,19323248,connections,8.1.CO_TEC_MOVIL,144
2021-04,2021,4,mobile_connections,mobile_connections_total,21362470,connections,8.1.CO_TEC_MOVIL,144
2021-04,2021,4,mobile_connections,connections_3g_4g_5g,21191325,connections,8.1.CO_TEC_MOVIL,144
2021-05,2021,5,mobile_connections,connections_2g,169779,connections,8.1.CO_TEC_MOVIL,145
2021-05,2021,5,mobile_connections,connections_3g,1860142,connections,8.1.CO_TEC_MOVIL,145
2021-05,2021,5,mobile_connections,connections_4g,19675923,connections,8.1.CO_TEC_MOVIL,145
2021-05,2021,5,mobile_connections,mobile_connections_total,21705844,connections,8.1.CO_TEC_MOVIL,145
2021-05,2021,5,mobile_connections,connections_3g_4g_5g,21536065,connections,8.1.CO_TEC_MOVIL,145
2021-06,2021,6,mobile_connections,connections_2g,158967,connections,8.1.CO_TEC_MOVIL,146
2021-06,2021,6,mobile_connections,connections_3g,1827629,connections,8.1.CO_TEC_MOVIL,146
2021-06,2021,6,mobile_connections,connections_4g,19894763,connections,8.1.CO_TEC_MOVIL,146
2021-06,2021,6,mobile_connections,mobile_connections_total,21881359,connections,8.1.CO_TEC_MOVIL,146
2021-06,2021,6,mobile_connections,connections_3g_4g_5g,21722392,connections,8.1.CO_TEC_MOVIL,146
2021-07,2021,7,mobile_connections,connections_2g,155099,connections,8.1.CO_TEC_MOVIL,147
2021-07,2021,7,mobile_connections,connections_3g,1794914,connections,8.1.CO_TEC_MOVIL,147
2021-07,2021,7,mobile_connections,connections_4g,20192991,connections,8.1.CO_TEC_MOVIL,147
2021-07,2021,7,mobile_connections,mobile_connections_total,22143004,connections,8.1.CO_TEC_MOVIL,147
2021-07,2021,7,mobile_connections,connections_3g_4g_5g,21987905,connections,8.1.CO_TEC_MOVIL,147
2021-08,2021,8,mobile_connections,connections_2g,150106,connections,8.1.CO_TEC_MOVIL,148
2021-08,2021,8,mobile_connections,connections_3g,1755720,connections,8.1.CO_TEC_MOVIL,148
2021-08,2021,8,mobile_connections,connections_4g,20442154,connections,8.1.CO_TEC_MOVIL,148
2021-08,2021,8,mobile_connections,mobile_connections_total,22347980,connections,8.1.CO_TEC_MOVIL,148
2021-08,2021,8,mobile_connections,connections_3g_4g_5g,22197874,connections,8.1.CO_TEC_MOVIL,148
2021-09,2021,9,mobile_connections,connections_2g,146707,connections,8.1.CO_TEC_MOVIL,149
2021-09,2021,9,mobile_connections,connections_3g,1714138,connections,8.1.CO_TEC_MOVIL,149
2021-09,2021,9,mobile_connections,connections_4g,20536636,connections,8.1.CO_TEC_MOVIL,149
2021-09,2021,9,mobile_connections,mobile_connections_total,22397481,connections,8.1.CO_TEC_MOVIL,149
2021-09,2021,9,mobile_connections,connections_3g_4g_5g,22250774,connections,8.1.CO_TEC_MOVIL,149
2021-10,2021,10,mobile_connections,connections_2g,147093,connections,8.1.CO_TEC_MOVIL,150
2021-10,2021,10,mobile_connections,connections_3g,1692243,connections,8.1.CO_TEC_MOVIL,150
2021-10,2021,10,mobile_connections,connections_4g,20709985,connections,8.1.CO_TEC_MOVIL,150
2021-10,2021,10,mobile_connections,mobile_connections_total,22549321,connections,8.1.CO_TEC_MOVIL,150
2021-10,2021,10,mobile_connections,connections_3g_4g_5g,22402228,connections,8.1.CO_TEC_MOVIL,150
2021-11,2021,11,mobile_connections,connections_2g,144004,connections,8.1.CO_TEC_MOVIL,151
2021-11,2021,11,mobile_connections,connections_3g,1680679,connections,8.1.CO_TEC_MOVIL,151
2021-11,2021,11,mobile_connections,connections_4g,20810206,connections,8.1.CO_TEC_MOVIL,151
2021-11,2021,11,mobile_connections,mobile_connections_total,22634889,connections,8.1.CO_TEC_MOVIL,151
2021-11,2021,11,mobile_connections,connections_3g_4g_5g,22490885,connections,8.1.CO_TEC_MOVIL,151
2021-12,2021,12,mobile_connections,connections_2g,102837,connections,8.1.CO_TEC_MOVIL,152
2021-12,2021,12,mobile_connections,connections_3g,1580711,connections,8.1.CO_TEC_MOVIL,152
2021-12,2021,12,mobile_connections,connections_4g,20985682,connections,8.1.CO_TEC_MOVIL,152
2021-12,2021,12,mobile_connections,connections_5g,32430,connections,8.1.CO_TEC_MOVIL,152
2021-12,2021,12,mobile_connections,mobile_connections_total,22701660,connections,8.1.CO_TEC_MOVIL,152
2021-12,2021,12,mobile_connections,connections_3g_4g_5g,22598823,connections,8.1.CO_TEC_MOVIL,152
2022-01,2022,1,mobile_connections,connections_2g,112063,connections,8.1.CO_TEC_MOVIL,153
2022-01,2022,1,mobile_connections,connections_3g,1433687,connections,8.1.CO_TEC_MOVIL,153
2022-01,2022,1,mobile_connections,connections_4g,20954044,connections,8.1.CO_TEC_MOVIL,153
2022-01,2022,1,mobile_connections,connections_5g,49742,connections,8.1.CO_TEC_MOVIL,153
2022-01,2022,1,mobile_connections,mobile_connections_total,22549536,connections,8.1.CO_TEC_MOVIL,153
2022-01,2022,1,mobile_connections,connections_3g_4g_5g,22437473,connections,8.1.CO_TEC_MOVIL,153
2022-02,2022,2,mobile_connections,connections_2g,119444,connections,8.1.CO_TEC_MOVIL,154
2022-02,2022,2,mobile_connections,connections_3g,1296262,connections,8.1.CO_TEC_MOVIL,154
2022-02,2022,2,mobile_connections,connections_4g,20678269,connections,8.1.CO_TEC_MOVIL,154
2022-02,2022,2,mobile_connections,connections_5g,157219,connections,8.1.CO_TEC_MOVIL,154
2022-02,2022,2,mobile_connections,mobile_connections_total,22251194,connections,8.1.CO_TEC_MOVIL,154
2022-02,2022,2,mobile_connections,connections_3g_4g_5g,22131750,connections,8.1.CO_TEC_MOVIL,154
2022-03,2022,3,mobile_connections,connections_2g,126359,connections,8.1.CO_TEC_MOVIL,155
2022-03,2022,3,mobile_connections,connections_3g,1356890,connections,8.1.CO_TEC_MOVIL,155
2022-03,2022,3,mobile_connections,connections_4g,20477532,connections,8.1.CO_TEC_MOVIL,155
2022-03,2022,3,mobile_connections,connections_5g,328218,connections,8.1.CO_TEC_MOVIL,155
2022-03,2022,3,mobile_connections,mobile_connections_total,22288999,connections,8.1.CO_TEC_MOVIL,155
2022-03,2022,3,mobile_connections,connections_3g_4g_5g,22162640,connections,8.1.CO_TEC_MOVIL,155
2022-04,2022,4,mobile_connections,connections_2g,135813,connections,8.1.CO_TEC_MOVIL,156
2022-04,2022,4,mobile_connections,connections_3g,1313163,connections,8.1.CO_TEC_MOVIL,156
2022-04,2022,4,mobile_connections,connections_4g,20472650,connections,8.1.CO_TEC_MOVIL,156
2022-04,2022,4,mobile_connections,connections_5g,545323,connections,8.1.CO_TEC_MOVIL,156
2022-04,2022,4,mobile_connections,mobile_connections_total,22466949,connections,8.1.CO_TEC_MOVIL,156
2022-04,2022,4,mobile_connections,connections_3g_4g_5g,22331136,connections,8.1.CO_TEC_MOVIL,156
2022-05,2022,5,mobile_connections,connections_2g,141327,connections,8.1.CO_TEC_MOVIL,157
2022-05,2022,5,mobile_connections,connections_3g,1415039,connections,8.1.CO_TEC_MOVIL,157
2022-05,2022,5,mobile_connections,connections_4g,20412873,connections,8.1.CO_TEC_MOVIL,157
2022-05,2022,5,mobile_connections,connections_5g,723989,connections,8.1.CO_TEC_MOVIL,157
2022-05,2022,5,mobile_connections,mobile_connections_total,22693228,connections,8.1.CO_TEC_MOVIL,157
2022-05,2022,5,mobile_connections,connections_3g_4g_5g,22551901,connections,8.1.CO_TEC_MOVIL,157
2022-06,2022,6,mobile_connections,connections_2g,148750,connections,8.1.CO_TEC_MOVIL,158
2022-06,2022,6,mobile_connections,connections_3g,1282967,connections,8.1.CO_TEC_MOVIL,158
2022-06,2022,6,mobile_connections,connections_4g,20357285,connections,8.1.CO_TEC_MOVIL,158
2022-06,2022,6,mobile_connections,connections_5g,843046,connections,8.1.CO_TEC_MOVIL,158
2022-06,2022,6,mobile_connections,mobile_connections_total,22632048,connections,8.1.CO_TEC_MOVIL,158
2022-06,2022,6,mobile_connections,connections_3g_4g_5g,22483298,connections,8.1.CO_TEC_MOVIL,158
2022-07,2022,7,mobile_connections,connections_2g,161992,connections,8.1.CO_TEC_MOVIL,159
2022-07,2022,7,mobile_connections,connections_3g,1279999,connections,8.1.CO_TEC_MOVIL,159
2022-07,2022,7,mobile_connections,connections_4g,20323620,connections,8.1.CO_TEC_MOVIL,159
2022-07,2022,7,mobile_connections,connections_5g,935937,connections,8.1.CO_TEC_MOVIL,159
2022-07,2022,7,mobile_connections,mobile_connections_total,22701548,connections,8.1.CO_TEC_MOVIL,159
2022-07,2022,7,mobile_connections,connections_3g_4g_5g,22539556,connections,8.1.CO_TEC_MOVIL,159
2022-08,2022,8,mobile_connections,connections_2g,172000,connections,8.1.CO_TEC_MOVIL,160
2022-08,2022,8,mobile_connections,connections_3g,1206423,connections,8.1.CO_TEC_MOVIL,160
2022-08,2022,8,mobile_connections,connections_4g,19903106,connections,8.1.CO_TEC_MOVIL,160
2022-08,2022,8,mobile_connections,connections_5g,1444406,connections,8.1.CO_TEC_MOVIL,160
2022-08,2022,8,mobile_connections,mobile_connections_total,22725935,connections,8.1.CO_TEC_MOVIL,160
2022-08,2022,8,mobile_connections,connections_3g_4g_5g,22553935,connections,8.1.CO_TEC_MOVIL,160
2022-09,2022,9,mobile_connections,connections_2g,187581,connections,8.1.CO_TEC_MOVIL,161
2022-09,2022,9,mobile_connections,connections_3g,1168512,connections,8.1.CO_TEC_MOVIL,161
2022-09,2022,9,mobile_connections,connections_4g,19674370,connections,8.1.CO_TEC_MOVIL,161
2022-09,2022,9,mobile_connections,connections_5g,1586523,connections,8.1.CO_TEC_MOVIL,161
2022-09,2022,9,mobile_connections,mobile_connections_total,22616986,connections,8.1.CO_TEC_MOVIL,161
2022-09,2022,9,mobile_connections,connections_3g_4g_5g,22429405,connections,8.1.CO_TEC_MOVIL,161
2022-10,2022,10,mobile_connections,connections_2g,201761,connections,8.1.CO_TEC_MOVIL,162
2022-10,2022,10,mobile_connections,connections_3g,1169824,connections,8.1.CO_TEC_MOVIL,162
2022-10,2022,10,mobile_connections,connections_4g,19463947,connections,8.1.CO_TEC_MOVIL,162
2022-10,2022,10,mobile_connections,connections_5g,1739783,connections,8.1.CO_TEC_MOVIL,162
2022-10,2022,10,mobile_connections,mobile_connections_total,22575315,connections,8.1.CO_TEC_MOVIL,162
2022-10,2022,10,mobile_connections,connections_3g_4g_5g,22373554,connections,8.1.CO_TEC_MOVIL,162
2022-11,2022,11,mobile_connections,connections_2g,201421,connections,8.1.CO_TEC_MOVIL,163
2022-11,2022,11,mobile_connections,connections_3g,1167675,connections,8.1.CO_TEC_MOVIL,163
2022-11,2022,11,mobile_connections,connections_4g,19179521,connections,8.1.CO_TEC_MOVIL,163
2022-11,2022,11,mobile_connections,connections_5g,1846170,connections,8.1.CO_TEC_MOVIL,163
2022-11,2022,11,mobile_connections,mobile_connections_total,22394787,connections,8.1.CO_TEC_MOVIL,163
2022-11,2022,11,mobile_connections,connections_3g_4g_5g,22193366,connections,8.1.CO_TEC_MOVIL,163
2022-12,2022,12,mobile_connections,connections_2g,194266,connections,8.1.CO_TEC_MOVIL,164
2022-12,2022,12,mobile_connections,connections_3g,1165493,connections,8.1.CO_TEC_MOVIL,164
2022-12,2022,12,mobile_connections,connections_4g,19201262,connections,8.1.CO_TEC_MOVIL,164
2022-12,2022,12,mobile_connections,connections_5g,2040071,connections,8.1.CO_TEC_MOVIL,164
2022-12,2022,12,mobile_connections,mobile_connections_total,22601092,connections,8.1.CO_TEC_MOVIL,164
2022-12,2022,12,mobile_connections,connections_3g_4g_5g,22406826,connections,8.1.CO_TEC_MOVIL,164
2023-01,2023,1,mobile_connections,connections_2g,208404,connections,8.1.CO_TEC_MOVIL,165
2023-01,2023,1,mobile_connections,connections_3g,1134336,connections,8.1.CO_TEC_MOVIL,165
2023-01,2023,1,mobile_connections,connections_4g,19079488,connections,8.1.CO_TEC_MOVIL,165
2023-01,2023,1,mobile_connections,connections_5g,2143629,connections,8.1.CO_TEC_MOVIL,165
2023-01,2023,1,mobile_connections,mobile_connections_total,22565857,connections,8.1.CO_TEC_MOVIL,165
2023-01,2023,1,mobile_connections,connections_3g_4g_5g,22357453,connections,8.1.CO_TEC_MOVIL,165
2023-02,2023,2,mobile_connections,connections_2g,204895,connections,8.1.CO_TEC_MOVIL,166
2023-02,2023,2,mobile_connections,connections_3g,1078819,connections,8.1.CO_TEC_MOVIL,166
2023-02,2023,2,mobile_connections,connections_4g,18847284,connections,8.1.CO_TEC_MOVIL,166
2023-02,2023,2,mobile_connections,connections_5g,2266411,connections,8.1.CO_TEC_MOVIL,166
2023-02,2023,2,mobile_connections,mobile_connections_total,22397409,connections,8.1.CO_TEC_MOVIL,166
2023-02,2023,2,mobile_connections,connections_3g_4g_5g,22192514,connections,8.1.CO_TEC_MOVIL,166
2023-03,2023,3,mobile_connections,connections_2g,203967,connections,8.1.CO_TEC_MOVIL,167
2023-03,2023,3,mobile_connections,connections_3g,1100131,connections,8.1.CO_TEC_MOVIL,167
2023-03,2023,3,mobile_connections,connections_4g,18874932,connections,8.1.CO_TEC_MOVIL,167
2023-03,2023,3,mobile_connections,connections_5g,2437816,connections,8.1.CO_TEC_MOVIL,167
2023-03,2023,3,mobile_connections,mobile_connections_total,22616846,connections,8.1.CO_TEC_MOVIL,167
2023-03,2023,3,mobile_connections,connections_3g_4g_5g,22412879,connections,8.1.CO_TEC_MOVIL,167
2023-04,2023,4,mobile_connections,connections_2g,203907,connections,8.1.CO_TEC_MOVIL,168
2023-04,2023,4,mobile_connections,connections_3g,1088987,connections,8.1.CO_TEC_MOVIL,168
2023-04,2023,4,mobile_connections,connections_4g,18603593,connections,8.1.CO_TEC_MOVIL,168
2023-04,2023,4,mobile_connections,connections_5g,2542549,connections,8.1.CO_TEC_MOVIL,168
2023-04,2023,4,mobile_connections,mobile_connections_total,22439036,connections,8.1.CO_TEC_MOVIL,168
2023-04,2023,4,mobile_connections,connections_3g_4g_5g,22235129,connections,8.1.CO_TEC_MOVIL,168
2023-05,2023,5,mobile_connections,connections_2g,199733,connections,8.1.CO_TEC_MOVIL,169
2023-05,2023,5,mobile_connections,connections_3g,1061527,connections,8.1.CO_TEC_MOVIL,169
2023-05,2023,5,mobile_connections,connections_4g,18448368,connections,8.1.CO_TEC_MOVIL,169
2023-05,2023,5,mobile_connections,connections_5g,2659864,connections,8.1.CO_TEC_MOVIL,169
2023-05,2023,5,mobile_connections,mobile_connections_total,22369492,connections,8.1.CO_TEC_MOVIL,169
2023-05,2023,5,mobile_connections,connections_3g_4g_5g,22169759,connections,8.1.CO_TEC_MOVIL,169
2023-06,2023,6,mobile_connections,connections_2g,198921,connections,8.1.CO_TEC_MOVIL,170
2023-06,2023,6,mobile_connections,connections_3g,1045684,connections,8.1.CO_TEC_MOVIL,170
2023-06,2023,6,mobile_connections,connections_4g,18418975,connections,8.1.CO_TEC_MOVIL,170
2023-06,2023,6,mobile_connections,connections_5g,2802240,connections,8.1.CO_TEC_MOVIL,170
2023-06,2023,6,mobile_connections,mobile_connections_total,22465820,connections,8.1.CO_TEC_MOVIL,170
2023-06,2023,6,mobile_connections,connections_3g_4g_5g,22266899,connections,8.1.CO_TEC_MOVIL,170
2023-07,2023,7,mobile_connections,connections_2g,201233,connections,8.1.CO_TEC_MOVIL,171
2023-07,2023,7,mobile_connections,connections_3g,1037263,connections,8.1.CO_TEC_MOVIL,171
2023-07,2023,7,mobile_connections,connections_4g,18543161,connections,8.1.CO_TEC_MOVIL,171
2023-07,2023,7,mobile_connections,connections_5g,2930119,connections,8.1.CO_TEC_MOVIL,171
2023-07,2023,7,mobile_connections,mobile_connections_total,22711776,connections,8.1.CO_TEC_MOVIL,171
2023-07,2023,7,mobile_connections,connections_3g_4g_5g,22510543,connections,8.1.CO_TEC_MOVIL,171
2023-08,2023,8,mobile_connections,connections_2g,189541,connections,8.1.CO_TEC_MOVIL,172
2023-08,2023,8,mobile_connections,connections_3g,1026926,connections,8.1.CO_TEC_MOVIL,172
2023-08,2023,8,mobile_connections,connections_4g,18435563,connections,8.1.CO_TEC_MOVIL,172
2023-08,2023,8,mobile_connections,connections_5g,3052701,connections,8.1.CO_TEC_MOVIL,172
2023-08,2023,8,mobile_connections,mobile_connections_total,22704731,connections,8.1.CO_TEC_MOVIL,172
2023-08,2023,8,mobile_connections,connections_3g_4g_5g,22515190,connections,8.1.CO_TEC_MOVIL,172
2023-09,2023,9,mobile_connections,connections_2g,193975,connections,8.1.CO_TEC_MOVIL,173
2023-09,2023,9,mobile_connections,connections_3g,1014391,connections,8.1.CO_TEC_MOVIL,173
2023-09,2023,9,mobile_connections,connections_4g,18395381,connections,8.1.CO_TEC_MOVIL,173
2023-09,2023,9,mobile_connections,connections_5g,3144038,connections,8.1.CO_TEC_MOVIL,173
2023-09,2023,9,mobile_connections,mobile_connections_total,22747785,connections,8.1.CO_TEC_MOVIL,173
2023-09,2023,9,mobile_connections,connections_3g_4g_5g,22553810,connections,8.1.CO_TEC_MOVIL,173
2023-10,2023,10,mobile_connections,connections_2g,188227,connections,8.1.CO_TEC_MOVIL,174
2023-10,2023,10,mobile_connections,connections_3g,1006427,connections,8.1.CO_TEC_MOVIL,174
2023-10,2023,10,mobile_connections,connections_4g,18360823,connections,8.1.CO_TEC_MOVIL,174
2023-10,2023,10,mobile_connections,connections_5g,3286313,connections,8.1.CO_TEC_MOVIL,174
2023-10,2023,10,mobile_connections,mobile_connections_total,22841790,connections,8.1.CO_TEC_MOVIL,174
2023-10,2023,10,mobile_connections,connections_3g_4g_5g,22653563,connections,8.1.CO_TEC_MOVIL,174
2023-11,2023,11,mobile_connections,connections_2g,185273,connections,8.1.CO_TEC_MOVIL,175
2023-11,2023,11,mobile_connections,connections_3g,988067,connections,8.1.CO_TEC_MOVIL,175
2023-11,2023,11,mobile_connections,connections_4g,18142369,connections,8.1.CO_TEC_MOVIL,175
2023-11,2023,11,mobile_connections,connections_5g,3439814,connections,8.1.CO_TEC_MOVIL,175
2023-11,2023,11,mobile_connections,mobile_connections_total,22755523,connections,8.1.CO_TEC_MOVIL,175
