region,region_nombre,provincia,provincia_nombre,comuna,comuna_nombre,fixed_connections_total,fixed_connections_residential,residential_share_pct,source_status,source_mapping_method,period,source_url
6,Libertador General Bernardo O'Higgins,63,Colchagua,6310,Santa Cruz,7234,6647,91.8855,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
7,Maule,71,Talca,7101,Talca,68294,64330,94.1957,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
7,Maule,71,Talca,7102,Constitución,8172,7818,95.6681,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
7,Maule,71,Talca,7103,Curepto,403,386,95.7816,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
7,Maule,71,Talca,7104,Empedrado,289,281,97.2318,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
7,Maule,71,Talca,7105,Maule,10104,9828,97.2684,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
7,Maule,71,Talca,7106,Pelarco,418,395,94.4976,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
7,Maule,71,Talca,7107,Pencahue,602,536,89.0365,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
7,Maule,71,Talca,7108,Río Claro,892,882,98.8789,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
7,Maule,71,Talca,7109,San Clemente,5496,5299,96.4156,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
7,Maule,71,Talca,7110,San Rafael,776,761,98.067,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
7,Maule,72,Cauquenes,7201,Cauquenes,9732,9449,97.0921,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
7,Maule,72,Cauquenes,7202,Chanco,432,421,97.4537,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
7,Maule,72,Cauquenes,7203,Pelluhue,1812,1800,99.3377,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
7,Maule,73,Curicó,7301,Curicó,47519,44565,93.7835,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
7,Maule,73,Curicó,7302,Hualañé,939,916,97.5506,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
7,Maule,73,Curicó,7303,Licantén,1493,1486,99.5311,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
7,Maule,73,Curicó,7304,Molina,6141,5949,96.8735,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
7,Maule,73,Curicó,7305,Rauco,1339,1328,99.1785,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
7,Maule,73,Curicó,7306,Romeral,3061,2841,92.8128,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
7,Maule,73,Curicó,7307,Sagrada Familia,309,288,93.2039,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
7,Maule,73,Curicó,7308,Teno,2557,2460,96.2065,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
7,Maule,73,Curicó,7309,Vichuquén,822,799,97.2019,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
7,Maule,74,Linares,7401,Linares,20262,19009,93.816,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
7,Maule,74,Linares,7402,Colbún,1605,1574,98.0685,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
7,Maule,74,Linares,7403,Longaví,4307,4202,97.5621,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
7,Maule,74,Linares,7404,Parral,11910,11497,96.5323,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
7,Maule,74,Linares,7405,Retiro,3722,3660,98.3342,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
7,Maule,74,Linares,7406,San Javier,5663,5459,96.3977,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
7,Maule,74,Linares,7407,Villa Alegre,1452,1433,98.6915,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
7,Maule,74,Linares,7408,Yerbas Buenas,1838,1757,95.593,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,81,Concepción,8101,Concepción,100262,91876,91.6359,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,81,Concepción,8102,Coronel,38651,38192,98.8124,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,81,Concepción,8103,Chiguayante,26965,26188,97.1185,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,81,Concepción,8104,Florida,1582,1531,96.7762,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,81,Concepción,8105,Hualqui,6704,6478,96.6289,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,81,Concepción,8106,Lota,11483,11430,99.5384,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,81,Concepción,8107,Penco,13125,12840,97.8286,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,81,Concepción,8108,San Pedro de La paz,52403,50644,96.6433,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,81,Concepción,8109,Santa Juana,3413,3379,99.0038,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,81,Concepción,8110,Talcahuano,47611,45863,96.3286,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,81,Concepción,8111,Tomé,18301,17825,97.399,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,81,Concepción,8112,Hualpén,28970,28041,96.7932,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,82,Arauco,8201,Lebu,6552,6493,99.0995,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,82,Arauco,8202,Arauco,8672,8441,97.3363,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,82,Arauco,8203,Cañete,5569,5426,97.4322,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,82,Arauco,8204,Contulmo,1116,1103,98.8351,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,82,Arauco,8205,Curanilahue,8307,8221,98.9647,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,82,Arauco,8206,Los Álamos,4932,4891,99.1687,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,82,Arauco,8207,Tirúa,446,414,92.8251,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,83,Biobío,8301,Los Ángeles,60498,57768,95.4875,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,83,Biobío,8302,Antuco,206,189,91.7476,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,83,Biobío,8303,Cabrero,5743,5615,97.7712,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,83,Biobío,8304,Laja,4278,4212,98.4572,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,83,Biobío,8305,Mulchén,5073,4975,98.0682,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,83,Biobío,8306,Nacimiento,5767,5689,98.6475,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,83,Biobío,8307,Negrete,892,875,98.0942,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,83,Biobío,8308,Quilaco,583,567,97.2556,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,83,Biobío,8309,Quilleco,207,175,84.5411,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,83,Biobío,8310,San Rosendo,540,536,99.2593,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,83,Biobío,8311,Santa Bárbara,2131,2088,97.9822,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,83,Biobío,8312,Tucapel,3089,3050,98.7375,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,83,Biobío,8313,Yumbel,3659,3628,99.1528,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
8,Biobío,83,Biobío,8314,Alto Biobío,423,369,87.234,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
9,La Araucanía,91,Cautín,9101,Temuco,98763,92426,93.5836,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
9,La Araucanía,91,Cautín,9102,Carahue,1886,1839,97.508,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
9,La Araucanía,91,Cautín,9103,Cunco,3059,3026,98.9212,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
9,La Araucanía,91,Cautín,9104,Curarrehue,417,384,92.0863,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
9,La Araucanía,91,Cautín,9105,Freire,2810,2762,98.2918,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
9,La Araucanía,91,Cautín,9106,Galvarino,865,832,96.185,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
9,La Araucanía,91,Cautín,9107,Gorbea,1924,1818,94.4906,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
9,La Araucanía,91,Cautín,9108,Lautaro,8187,7926,96.812,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
9,La Araucanía,91,Cautín,9109,Loncoche,4920,4737,96.2805,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
9,La Araucanía,91,Cautín,9110,Melipeuco,303,276,91.0891,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
9,La Araucanía,91,Cautín,9111,Nueva Imperial,4812,4702,97.714,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
9,La Araucanía,91,Cautín,9112,Padre Las Casas,11763,11473,97.5346,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
9,La Araucanía,91,Cautín,9113,Perquenco,868,857,98.7327,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
9,La Araucanía,91,Cautín,9114,Pitrufquén,7994,7549,94.4333,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
9,La Araucanía,91,Cautín,9115,Pucón,8008,7588,94.7552,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
9,La Araucanía,91,Cautín,9116,Saavedra,630,617,97.9365,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
9,La Araucanía,91,Cautín,9117,Teodoro Schmidt,1411,1399,99.1495,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
9,La Araucanía,91,Cautín,9118,Toltén,1320,1248,94.5455,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
9,La Araucanía,91,Cautín,9119,Vilcún,4001,3908,97.6756,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
9,La Araucanía,91,Cautín,9120,Villarrica,17725,17088,96.4062,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
9,La Araucanía,91,Cautín,9121,Cholchol,827,803,97.0979,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
9,La Araucanía,92,Malleco,9201,Angol,14609,14194,97.1593,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
9,La Araucanía,92,Malleco,9202,Collipulli,4313,4257,98.7016,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
9,La Araucanía,92,Malleco,9203,Curacautín,3900,3856,98.8718,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
9,La Araucanía,92,Malleco,9204,Ercilla,1004,990,98.6056,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
9,La Araucanía,92,Malleco,9205,Lonquimay,392,320,81.6327,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
9,La Araucanía,92,Malleco,9206,Los Sauces,1084,1059,97.6937,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
9,La Araucanía,92,Malleco,9207,Lumaco,417,385,92.3261,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
9,La Araucanía,92,Malleco,9208,Purén,1767,1747,98.8681,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
9,La Araucanía,92,Malleco,9209,Renaico,1363,1346,98.7528,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
9,La Araucanía,92,Malleco,9210,Traiguén,3258,3231,99.1713,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
9,La Araucanía,92,Malleco,9211,Victoria,9447,9133,96.6762,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
10,Los Lagos,101,Llanquihue,10101,Puerto Montt,68838,65731,95.4865,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
10,Los Lagos,101,Llanquihue,10102,Calbuco,5408,5175,95.6916,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
10,Los Lagos,101,Llanquihue,10103,Cochamó,563,508,90.2309,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
10,Los Lagos,101,Llanquihue,10104,Fresia,1341,1296,96.6443,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
10,Los Lagos,101,Llanquihue,10105,Frutillar,4931,4763,96.593,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
10,Los Lagos,101,Llanquihue,10106,Los Muermos,1669,1621,97.124,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
10,Los Lagos,101,Llanquihue,10107,Llanquihue,4049,3940,97.308,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
10,Los Lagos,101,Llanquihue,10108,Maullín,1562,1516,97.0551,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
10,Los Lagos,101,Llanquihue,10109,Puerto Varas,14722,14018,95.218,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
10,Los Lagos,102,Chiloé,10201,Castro,10408,9958,95.6764,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
10,Los Lagos,102,Chiloé,10202,Ancud,7788,7389,94.8767,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
10,Los Lagos,102,Chiloé,10203,Chonchi,1748,1654,94.6224,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
10,Los Lagos,102,Chiloé,10204,Curaco de Vélez,256,242,94.5312,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
10,Los Lagos,102,Chiloé,10205,Dalcahue,1714,1609,93.874,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
10,Los Lagos,102,Chiloé,10206,Puqueldón,207,186,89.8551,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
10,Los Lagos,102,Chiloé,10207,Queilén,534,487,91.1985,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
10,Los Lagos,102,Chiloé,10208,Quellón,3675,3514,95.619,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
10,Los Lagos,102,Chiloé,10209,Quemchi,830,761,91.6867,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
10,Los Lagos,102,Chiloé,10210,Quinchao,632,532,84.1772,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
10,Los Lagos,103,Osorno,10301,Osorno,46212,44302,95.8669,reported,regional_formula_block_order,2026-06,https://www.subtel.gob.cl/wp-content/uploads/2026/08/1_SERIES_CONEXIONES_INTERNET_FIJA_JUN26_100826.xlsx
