region,region_nombre,provincia,provincia_nombre,comuna,comuna_nombre,hogares_total,hogares_validos_internet,hogares_sin_internet_n,hogares_sin_internet_pct,hogares_trampa_movil_n,hogares_trampa_movil_pct,hogares_con_tel_movil_n,hogares_con_tel_movil_pct,hogares_con_computador_n,hogares_con_computador_pct,hogares_con_internet_fija_n,hogares_con_internet_fija_pct,hogares_con_internet_movil_n,hogares_con_internet_movil_pct,hogares_con_internet_satelital_n,hogares_con_internet_satelital_pct,hogares_urbanos_n,hogares_urbanos_pct,hogares_rurales_n,hogares_rurales_pct,pct_hacinamiento,pct_hacinamiento_critico,pct_no_propietario,pct_arrendatario,pct_tenencia_irregular,pct_monoparental,pct_hogares_con_nna,pct_hogares_con_mayores,pct_hogares_con_discapacidad,pct_jefatura_femenina,pct_hogares_multigeneracionales,macrozona_operativa,ookla_fixed_tiles_2026q1,ookla_fixed_tests_2026q1,ookla_fixed_devices_sum_2026q1,ookla_fixed_download_mbps_2026q1,ookla_fixed_upload_mbps_2026q1,ookla_fixed_latency_ms_2026q1,ookla_fixed_loaded_latency_down_ms_2026q1,ookla_fixed_loaded_latency_up_ms_2026q1,ookla_fixed_tests_2025q4,ookla_fixed_download_delta_pct_q4_to_q1,ookla_fixed_upload_delta_pct_q4_to_q1,ookla_fixed_latency_delta_pct_q4_to_q1,ookla_mobile_tiles_2026q1,ookla_mobile_tests_2026q1,ookla_mobile_devices_sum_2026q1,ookla_mobile_download_mbps_2026q1,ookla_mobile_upload_mbps_2026q1,ookla_mobile_latency_ms_2026q1,ookla_mobile_loaded_latency_down_ms_2026q1,ookla_mobile_loaded_latency_up_ms_2026q1,ookla_mobile_tests_2025q4,ookla_mobile_download_delta_pct_q4_to_q1,ookla_mobile_upload_delta_pct_q4_to_q1,ookla_mobile_latency_delta_pct_q4_to_q1,ookla_observed_any_2026q1,ookla_period,ookla_spatial_method,claro_4g_point_records_2025m03,entel_4g_point_records_2025m03,movistar_4g_point_records_2025m03,wom_4g_point_records_2025m03,mobile_4g_point_records_2025m03,mobile_4g_operators_present_2025m03,claro_5g_point_records_2025m03,entel_5g_point_records_2025m03,movistar_5g_point_records_2025m03,wom_5g_point_records_2025m03,mobile_5g_point_records_2025m03,mobile_5g_operators_present_2025m03,mineduc_aulas_selected_establishments_2025,mineduc_aulas_waitlist_establishments_2025,mineduc_aulas_selected_rural_establishments_2025,mineduc_aulas_selected_enrollment_2025,mineduc_aulas_selected_with_coordinates_2025,fixed_access_public_layers_present,fixed_access_public_operators_present,subtel_fixed_connections_total_2026m03,subtel_fixed_connections_residential_2026m03,subtel_fixed_residential_share_pct_2026m03,subtel_fixed_residential_per_100_censo_households_2026m03,subtel_fixed_source_status_2026m03
13,Metropolitana de Santiago,131,Santiago,13110,La Florida,133971,133316,4996,3.7475,20352,15.266,131740,98.3347,87579,65.3716,107651,80.354,120315,89.8067,4386,3.2738,133924,99.9649,47,0.0351,4.7638,0.3975,39.1391,29.7783,1.4488,15.4762,35.2254,33.1001,21.822,51.2291,5.6506,Gran Santiago,155.0,14336.0,5255.0,469.977,406.822,4.624,191.478,232.839,14142.0,3.444,2.764,-2.959,138.0,1588.0,950.0,125.322,26.157,20.999,1175.948,1002.47,1760.0,1.639,2.084,-3.386,yes,2026Q1,tile centroid within BCN commune polygon,49,110,79,87,325,4,19,33,23,12,87,4,4,0,0,845,4,6,4,59019,56495,95.7234,42.1696,reported
13,Metropolitana de Santiago,131,Santiago,13111,La Granja,37274,37010,2721,7.3521,8346,22.5507,36134,96.9416,17094,45.8604,25727,69.0213,31433,84.3296,1191,3.1953,37274,100.0,0,0.0,8.1426,0.7733,44.1942,24.6538,3.9253,16.065,38.4611,36.5537,28.8189,51.7646,7.266,Gran Santiago,39.0,2930.0,1222.0,459.354,412.236,4.469,211.697,216.432,2770.0,-0.664,0.489,-8.572,37.0,465.0,251.0,103.238,20.056,24.116,1330.114,1258.929,348.0,13.13,7.177,15.107,yes,2026Q1,tile centroid within BCN commune polygon,11,49,8,25,93,4,0,6,5,1,12,3,0,0,0,0,0,6,4,145884,142210,97.4816,381.5260,reported
13,Metropolitana de Santiago,131,Santiago,13112,La Pintana,54319,53844,4253,7.8987,11908,22.1157,52556,96.7544,21488,39.5589,37234,68.5469,44341,81.6307,3437,6.3274,54319,100.0,0,0.0,9.4816,0.8003,31.0504,18.2758,1.5496,17.5993,46.4662,31.7863,32.0884,56.188,7.7774,Gran Santiago,80.0,2115.0,867.0,459.631,391.682,4.143,201.871,314.19,2314.0,8.729,7.678,-7.728,81.0,544.0,319.0,121.199,21.857,19.487,1296.654,1233.368,804.0,11.882,7.479,-13.717,yes,2026Q1,tile centroid within BCN commune polygon,17,78,20,30,145,4,0,9,14,12,35,3,1,1,0,384,1,6,4,51352,49052,95.5211,90.3036,reported
13,Metropolitana de Santiago,131,Santiago,13113,La Reina,30645,30474,696,2.2839,2921,9.5852,30259,98.7404,25113,81.9481,26822,87.5249,28070,91.5973,994,3.2436,30645,100.0,0,0.0,2.4635,0.2726,37.0249,26.879,1.4391,13.6292,36.0077,35.8736,16.1902,49.251,4.8538,Gran Santiago,72.0,4935.0,1697.0,413.378,344.88,5.372,246.035,235.789,5722.0,1.296,-1.319,0.317,62.0,695.0,320.0,153.981,31.756,20.941,1072.85,863.988,613.0,10.28,13.127,15.111,yes,2026Q1,tile centroid within BCN commune polygon,19,48,60,36,163,4,12,8,18,5,43,4,0,0,0,0,0,6,4,36233,33812,93.3182,110.3345,reported
13,Metropolitana de Santiago,131,Santiago,13114,Las Condes,116322,115565,1593,1.3784,7831,6.7763,115094,98.9443,100326,86.2485,106202,91.3,107512,92.4262,4591,3.9468,116322,100.0,0,0.0,1.6051,0.1694,46.544,40.7993,0.5302,11.3655,26.3807,31.8259,10.9334,48.6848,2.8595,Gran Santiago,171.0,21266.0,7630.0,394.783,319.015,5.564,222.372,243.582,23406.0,0.914,-0.332,-0.144,143.0,5687.0,1467.0,185.538,39.899,24.852,999.144,818.887,6885.0,12.016,17.102,-9.813,yes,2026Q1,tile centroid within BCN commune polygon,77,177,260,115,629,4,17,66,32,16,131,4,0,0,0,0,0,6,4,34637,33254,96.0072,28.5879,reported
13,Metropolitana de Santiago,131,Santiago,13115,Lo Barnechea,32513,32134,590,1.8361,4173,12.9862,32129,98.8189,25912,79.6974,27371,84.1848,29405,90.4407,1956,6.0161,32243,99.1696,270,0.8304,3.0206,0.3851,30.5718,23.1222,1.4326,12.0494,44.8795,26.8809,12.0124,41.8911,4.418,Gran Santiago,177.0,8032.0,2442.0,319.847,234.388,5.623,235.141,256.03,8389.0,-0.192,2.088,2.985,100.0,427.0,273.0,110.05,25.245,29.916,1051.323,1051.454,406.0,6.138,8.609,33.221,yes,2026Q1,tile centroid within BCN commune polygon,32,61,53,41,187,4,14,5,8,6,33,4,1,0,0,175,1,6,4,69599,67539,97.0402,207.7292,reported
13,Metropolitana de Santiago,131,Santiago,13116,Lo Espejo,27529,27306,2378,8.7087,6704,24.5514,26499,96.2585,11792,42.8348,17795,64.6409,22933,83.3049,2388,8.6745,27529,100.0,0,0.0,9.4899,0.9954,45.7808,20.5316,5.9627,14.5872,40.6799,37.3644,32.7601,53.7992,8.4931,Gran Santiago,31.0,1483.0,628.0,429.402,367.378,4.214,216.797,243.716,2070.0,4.018,5.449,2.034,32.0,322.0,155.0,123.222,22.805,27.59,1376.801,1080.432,370.0,7.709,3.9,42.813,yes,2026Q1,tile centroid within BCN commune polygon,9,37,9,21,76,4,0,8,4,3,15,3,9,3,0,2606,9,5,3,26562,25177,94.7858,91.4563,reported
13,Metropolitana de Santiago,131,Santiago,13117,Lo Prado,31971,31801,2128,6.6916,8141,25.5998,31079,97.21,15316,47.9059,21330,66.7167,27417,85.7558,1470,4.5979,31971,100.0,0,0.0,8.7957,1.1091,48.4433,32.0507,3.7882,15.8339,35.1673,35.6977,29.9008,53.6941,6.6035,Gran Santiago,27.0,2036.0,860.0,433.267,388.463,4.029,204.671,189.76,2246.0,3.763,3.051,-13.411,27.0,250.0,170.0,115.448,23.794,21.0,1355.616,1060.652,422.0,-24.838,-22.267,-5.452,yes,2026Q1,tile centroid within BCN commune polygon,5,26,32,25,88,4,0,4,5,1,10,3,2,0,0,429,2,5,3,2110,2011,95.3081,6.2901,reported
13,Metropolitana de Santiago,131,Santiago,13118,Macul,47638,47400,1660,3.5021,7239,15.2722,46880,98.4088,32522,68.269,38391,80.589,43237,90.7616,1721,3.6127,47638,100.0,0,0.0,4.8421,0.6061,49.8833,39.3797,1.943,14.724,31.1134,30.7034,20.4037,52.2216,5.0699,Gran Santiago,52.0,6114.0,2240.0,463.337,399.717,4.327,191.547,195.664,7432.0,-2.156,-2.029,1.145,53.0,827.0,431.0,130.148,25.291,18.996,1435.825,1198.528,1062.0,0.195,-9.494,-5.058,yes,2026Q1,tile centroid within BCN commune polygon,19,33,25,41,118,4,14,6,17,7,44,4,1,0,0,240,1,6,4,56238,52506,93.3639,110.2187,reported
13,Metropolitana de Santiago,131,Santiago,13119,Maipú,167650,166924,5548,3.3237,24598,14.736,165428,98.6746,108798,64.8959,136362,81.3373,151572,90.4098,5747,3.428,166795,99.49,855,0.51,4.0928,0.2662,28.7006,21.6193,1.2648,16.3649,38.6174,31.4745,22.4121,51.0422,6.0586,Gran Santiago,212.0,14283.0,5880.0,433.634,396.055,4.974,253.612,244.426,14244.0,1.295,2.118,-8.313,223.0,2466.0,1051.0,110.849,23.395,20.337,1434.944,1164.299,2526.0,-5.726,-5.114,4.201,yes,2026Q1,tile centroid within BCN commune polygon,56,159,96,132,443,4,17,26,13,11,67,4,6,0,0,3779,6,6,4,613,582,94.9429,0.3472,reported
13,Metropolitana de Santiago,131,Santiago,13120,Ñuñoa,108724,108283,1847,1.7057,10622,9.8095,107557,98.9266,90535,83.2705,95629,87.9557,101277,93.1505,3233,2.9736,108724,100.0,0,0.0,2.3398,0.2283,51.9101,45.6773,0.993,12.5291,24.2789,23.8791,11.7148,53.9063,2.5121,Gran Santiago,61.0,12590.0,4710.0,446.642,385.583,4.377,211.215,208.847,12430.0,3.777,3.623,-3.633,61.0,1411.0,741.0,136.926,29.879,20.288,1105.617,933.427,1683.0,3.411,3.284,-3.482,yes,2026Q1,tile centroid within BCN commune polygon,31,64,47,76,218,4,14,39,23,9,85,4,0,0,0,0,0,6,4,16051,15403,95.9629,14.1671,reported
13,Metropolitana de Santiago,131,Santiago,13121,Pedro Aguirre Cerda,32556,32084,2484,7.7422,7406,23.0832,31260,96.0192,15498,47.6041,22073,67.8001,27203,83.5576,1380,4.2388,32556,100.0,0,0.0,8.1471,0.7706,48.7843,25.9373,7.1548,14.9035,35.9193,40.0643,31.8393,53.4397,7.857,Gran Santiago,32.0,1843.0,846.0,416.779,365.247,4.466,263.283,247.468,2114.0,-5.24,-3.112,-1.63,32.0,339.0,186.0,132.712,26.666,18.549,1443.392,1002.201,420.0,20.082,11.817,-23.291,yes,2026Q1,tile centroid within BCN commune polygon,14,39,12,26,91,4,14,8,5,2,29,4,10,0,0,2769,10,6,4,,,,,source_not_reported
13,Metropolitana de Santiago,131,Santiago,13122,Peñalolén,76321,75921,3878,5.1079,15907,20.952,74648,97.8079,45041,59.0152,55876,73.2118,67884,88.9454,2819,3.6936,76321,100.0,0,0.0,6.1906,0.7213,38.5736,24.7365,1.9638,15.931,41.1985,31.2193,24.028,52.8405,6.6866,Gran Santiago,115.0,8516.0,2819.0,416.151,345.46,5.13,206.521,228.174,7962.0,3.76,4.17,6.83,108.0,934.0,417.0,126.0,31.008,20.118,1433.297,996.961,1081.0,2.648,33.442,0.005,yes,2026Q1,tile centroid within BCN commune polygon,27,92,55,73,247,4,15,19,18,18,70,4,0,0,0,0,0,6,4,491,457,93.0754,0.5988,reported
13,Metropolitana de Santiago,131,Santiago,13123,Providencia,69431,69039,925,1.3398,7682,11.127,68668,98.9011,62027,89.3362,60319,86.8762,65510,94.3527,1923,2.7697,69431,100.0,0,0.0,1.6344,0.2484,57.1887,51.1373,0.5654,10.1436,20.1064,24.2029,10.0886,53.111,1.6181,Gran Santiago,55.0,9862.0,3885.0,415.695,351.421,5.112,224.179,242.145,10779.0,2.555,4.834,-13.473,55.0,1751.0,1005.0,155.663,33.521,21.079,1005.224,874.498,2075.0,6.238,2.089,-15.822,yes,2026Q1,tile centroid within BCN commune polygon,57,95,171,120,443,4,15,55,26,22,118,4,0,0,0,0,0,6,4,8949,8672,96.9047,12.4901,reported
13,Metropolitana de Santiago,131,Santiago,13124,Pudahuel,74288,73917,3781,5.1152,14519,19.6423,72858,98.0751,40627,54.6885,55194,74.2973,65516,88.1919,3902,5.2525,72158,97.1328,2130,2.8672,6.3499,0.5506,34.0001,23.1711,1.6414,16.1982,42.4808,28.7225,25.0796,52.8836,6.2379,Gran Santiago,167.0,6664.0,2650.0,413.824,366.32,6.04,233.285,206.817,7108.0,2.766,4.021,5.447,202.0,1468.0,822.0,116.995,24.221,32.771,1284.493,1029.626,1537.0,4.873,-9.711,11.122,yes,2026Q1,tile centroid within BCN commune polygon,27,95,73,62,257,4,17,28,10,6,61,4,1,0,0,354,1,6,4,830,798,96.1446,1.0742,reported
13,Metropolitana de Santiago,131,Santiago,13125,Quilicura,65227,64853,1868,2.8804,11755,18.1256,64458,98.821,38773,59.4432,50944,78.1026,59231,90.8075,2897,4.4414,65060,99.744,167,0.256,5.7829,0.3522,31.2732,26.0241,0.6671,16.6741,46.8682,21.3022,22.6594,50.4803,5.0969,Gran Santiago,131.0,6294.0,2313.0,429.354,363.921,4.73,193.257,213.728,6450.0,-1.342,-1.91,-5.702,129.0,923.0,502.0,119.384,26.08,20.228,1218.294,943.622,1460.0,-1.996,-3.268,-0.775,yes,2026Q1,tile centroid within BCN commune polygon,27,70,31,67,195,4,17,29,15,4,65,4,5,1,0,1886,5,6,4,2540,2461,96.8898,3.7730,reported
13,Metropolitana de Santiago,131,Santiago,13126,Quinta Normal,45855,45553,2098,4.6056,10799,23.7065,44904,97.9261,24089,52.533,32430,70.7229,40679,88.7122,1747,3.8098,45855,100.0,0,0.0,9.7517,1.6805,62.1466,45.5295,5.3479,14.1772,37.6761,27.6893,22.0044,50.9628,5.2954,Gran Santiago,46.0,3087.0,1321.0,455.315,400.066,4.248,200.695,184.634,3417.0,4.762,3.996,-5.934,46.0,538.0,249.0,128.356,25.161,19.803,1379.66,938.405,614.0,-4.31,-14.22,4.756,yes,2026Q1,tile centroid within BCN commune polygon,16,33,24,35,108,4,14,7,13,2,36,4,2,0,0,1445,2,5,3,1160,1133,97.6724,2.4708,reported
13,Metropolitana de Santiago,131,Santiago,13127,Recoleta,56276,55400,3499,6.3159,15602,28.1625,54080,96.0978,27234,48.3936,35946,63.8745,48646,86.4418,1453,2.5819,56276,100.0,0,0.0,11.5573,2.5004,59.6232,43.2861,3.6435,14.3184,35.1122,30.3172,23.6708,51.3971,5.9051,Gran Santiago,56.0,3874.0,1608.0,443.739,400.563,4.368,221.543,233.365,3963.0,0.986,3.816,-11.489,53.0,574.0,316.0,127.148,24.274,21.352,1248.228,1001.674,771.0,-12.392,-21.001,8.281,yes,2026Q1,tile centroid within BCN commune polygon,23,41,56,57,177,4,14,10,16,4,44,4,2,1,0,364,2,6,4,3886,3767,96.9377,6.6938,reported
13,Metropolitana de Santiago,131,Santiago,13128,Renca,46588,46261,3086,6.6708,10295,22.2542,45373,97.392,22645,48.6069,32669,70.1232,39383,84.5346,2136,4.5849,46588,100.0,0,0.0,7.8636,0.6684,37.2093,23.7602,2.2631,16.7985,44.3218,30.1895,28.6161,54.0682,6.7181,Gran Santiago,74.0,3233.0,1401.0,412.121,364.436,4.394,264.566,270.182,3165.0,-5.01,-3.343,1.878,75.0,677.0,331.0,117.751,23.188,21.263,1399.944,1163.111,727.0,-13.858,-9.605,1.484,yes,2026Q1,tile centroid within BCN commune polygon,13,52,21,41,127,4,1,14,14,6,35,4,0,0,0,0,0,5,3,3010,2935,97.5083,6.2999,reported
13,Metropolitana de Santiago,131,Santiago,13129,San Joaquín,33568,33387,2049,6.1371,6932,20.7626,32628,97.1997,18740,55.827,24288,72.3546,29227,87.068,1146,3.414,33568,100.0,0,0.0,7.8544,1.0519,52.2608,32.9398,5.5617,14.5094,34.4879,35.1424,27.2108,52.2459,6.6406,Gran Santiago,37.0,2178.0,1057.0,458.102,416.173,4.604,187.32,194.59,2101.0,3.242,7.379,0.634,36.0,401.0,187.0,118.476,27.756,19.137,1556.372,1251.387,382.0,-3.618,17.371,-18.694,yes,2026Q1,tile centroid within BCN commune polygon,12,29,11,33,85,4,10,12,9,4,35,4,1,0,0,302,1,6,4,5695,5548,97.4188,16.5276,reported
13,Metropolitana de Santiago,131,Santiago,13130,San Miguel,60402,60016,1250,2.0828,7739,12.8949,59681,98.8063,44776,74.13,51011,84.4525,55845,92.4555,1969,3.2598,60402,100.0,0,0.0,6.1606,0.5813,59.0542,51.9197,1.8508,12.4778,32.3158,20.9219,14.6009,50.2432,3.4676,Gran Santiago,38.0,6227.0,2591.0,454.737,393.83,4.601,208.978,213.562,6470.0,1.788,3.714,-9.855,38.0,818.0,442.0,123.148,24.655,18.18,1323.985,1009.364,722.0,11.047,6.556,-6.979,yes,2026Q1,tile centroid within BCN commune polygon,17,34,42,35,128,4,13,11,11,8,43,4,2,1,0,524,2,6,4,86483,83483,96.5311,138.2123,reported
13,Metropolitana de Santiago,131,Santiago,13131,San Ramón,25014,24911,1927,7.7355,6038,24.2383,24164,96.6019,11218,44.8469,16481,65.8871,21331,85.2762,1786,7.14,25014,100.0,0,0.0,8.8407,0.9818,46.7011,23.1182,4.0179,15.7273,37.7118,38.7013,33.9623,52.3375,8.0359,Gran Santiago,25.0,1388.0,601.0,473.304,418.55,4.398,210.13,246.036,1732.0,16.422,17.945,-10.61,25.0,321.0,158.0,157.439,30.713,18.47,1171.96,1020.754,333.0,18.927,17.198,-0.672,yes,2026Q1,tile centroid within BCN commune polygon,6,30,15,16,67,4,1,7,7,1,16,4,9,3,0,2658,9,6,4,74,54,72.973,0.2159,reported
13,Metropolitana de Santiago,131,Santiago,13132,Vitacura,31142,30925,284,0.9184,1337,4.3234,30838,99.0238,27659,88.8157,29376,94.3292,28504,91.5291,1312,4.213,31142,100.0,0,0.0,1.1375,0.1235,38.1115,34.155,0.3825,12.4285,32.2749,35.8424,10.0501,47.7213,2.4651,Gran Santiago,85.0,6430.0,2273.0,354.27,280.945,5.444,237.502,249.939,7089.0,1.382,2.141,-7.305,70.0,637.0,380.0,172.443,30.329,19.162,909.819,899.969,855.0,6.358,1.124,-50.105,yes,2026Q1,tile centroid within BCN commune polygon,31,73,35,44,183,4,10,14,16,12,52,4,0,0,0,0,0,6,4,3695,3613,97.7808,11.6017,reported
13,Metropolitana de Santiago,132,Cordillera,13201,Puente Alto,183615,182299,7519,4.1245,29198,16.0165,180201,98.1407,110056,59.9385,144906,78.9184,162850,88.691,8473,4.6145,183609,99.9967,6,0.0033,5.2116,0.3309,26.9186,18.8144,1.7779,16.6679,43.5154,27.5956,25.2812,51.758,5.8216,Gran Santiago,237.0,14671.0,5730.0,439.129,381.77,4.956,212.743,244.724,16386.0,-2.505,-3.143,0.162,220.0,1877.0,1102.0,108.243,21.946,21.864,1320.18,1218.689,1758.0,3.301,-8.471,1.344,yes,2026Q1,tile centroid within BCN commune polygon,41,164,55,92,352,4,17,29,13,10,69,4,21,1,0,11884,21,6,4,2738,2690,98.2469,1.4650,reported
13,Metropolitana de Santiago,132,Cordillera,13202,Pirque,9195,9154,414,4.5226,2764,30.1945,9086,98.8146,5619,61.1093,5840,63.5128,8348,90.7885,577,6.2751,3934,42.7841,5261,57.2159,5.1693,0.2691,29.1081,12.3271,1.0781,11.9133,43.7112,30.5565,21.1042,43.4281,6.1309,Gran Santiago,153.0,798.0,275.0,267.358,216.945,6.754,227.623,324.467,789.0,-3.843,-5.745,-18.509,68.0,183.0,88.0,64.31,12.847,28.027,1505.421,1315.448,172.0,-19.407,-3.246,-20.108,yes,2026Q1,tile centroid within BCN commune polygon,8,15,8,10,41,4,0,1,1,6,8,3,1,0,1,171,1,6,4,1714,1675,97.7246,18.2164,reported
13,Metropolitana de Santiago,132,Cordillera,13203,San José de Maipo,6383,6354,351,5.5241,2162,34.0258,6253,97.9633,3605,56.4781,3713,58.1701,5744,89.989,437,6.8463,4242,66.4578,2141,33.5422,5.264,0.5795,43.6715,18.0433,4.4441,14.0389,36.4636,31.3442,22.1577,48.0685,5.3863,Gran Santiago,77.0,426.0,177.0,297.873,243.302,15.582,263.548,356.906,457.0,15.192,8.6,67.946,66.0,174.0,96.0,92.668,17.715,26.27,1947.202,1507.443,134.0,-11.248,-5.801,25.274,yes,2026Q1,tile centroid within BCN commune polygon,8,10,7,20,45,4,0,4,5,8,17,3,0,0,0,0,0,5,3,50222,48297,96.167,756.6505,reported
13,Metropolitana de Santiago,133,Chacabuco,13301,Colina,51045,50764,2140,4.2156,13565,26.7217,50283,98.5072,30374,59.5044,34296,67.1878,45816,89.7561,3059,5.9928,43136,84.5058,7909,15.4942,6.3903,0.4424,27.8483,20.2667,1.3706,13.1937,55.1172,19.2554,18.7998,46.1022,5.0701,Gran Santiago,458.0,9039.0,2867.0,353.779,291.277,5.763,228.432,256.265,9873.0,1.646,2.889,-2.223,251.0,971.0,499.0,101.637,21.347,21.385,1482.469,1146.134,1110.0,3.796,6.703,-5.81,yes,2026Q1,tile centroid within BCN commune polygon,41,51,40,87,219,4,15,3,10,4,32,4,0,0,0,0,0,5,3,3303,3179,96.2458,6.2278,reported
13,Metropolitana de Santiago,133,Chacabuco,13302,Lampa,45519,45346,1651,3.6409,13553,29.888,44801,98.4226,25155,55.2626,29515,64.8411,41368,90.8807,2223,4.8837,37120,81.5484,8399,18.4516,7.3901,0.6319,29.0087,18.1736,2.0618,13.3348,54.7233,16.367,19.2232,45.7762,4.2645,Gran Santiago,278.0,4903.0,1638.0,383.891,313.675,7.589,236.873,264.338,5164.0,9.002,4.528,17.15,193.0,766.0,399.0,71.841,14.424,22.052,1873.448,1307.841,856.0,5.69,-12.391,-13.937,yes,2026Q1,tile centroid within BCN commune polygon,11,33,18,55,117,4,0,2,8,3,13,3,4,2,0,3463,4,5,3,40106,37147,92.6221,81.6077,reported
13,Metropolitana de Santiago,133,Chacabuco,13303,Tiltil,6592,6574,475,7.2254,2497,37.983,6472,98.1796,3343,50.713,3511,53.2615,5771,87.5455,430,6.5231,4882,74.0595,1710,25.9405,6.1732,0.4198,33.5004,15.5353,2.1109,13.5308,43.7813,29.8102,25.1025,46.4692,5.3303,Gran Santiago,69.0,477.0,187.0,346.416,245.048,8.0,163.011,238.025,494.0,5.311,3.135,-65.387,80.0,237.0,121.0,81.468,18.086,27.916,1344.203,1172.882,301.0,0.107,1.859,-1.259,yes,2026Q1,tile centroid within BCN commune polygon,5,12,9,15,41,4,1,3,5,5,14,4,0,0,0,0,0,4,2,60235,56684,94.1048,859.8908,reported
13,Metropolitana de Santiago,134,Maipo,13401,San Bernardo,99053,98296,4796,4.8791,21058,21.423,96802,97.7275,54317,54.8363,72043,72.7318,86917,87.748,4357,4.3987,97633,98.5664,1420,1.4336,6.8443,0.5019,34.0556,22.4102,1.8756,16.5115,45.5671,26.5622,26.2619,51.6362,5.6939,Gran Santiago,207.0,8428.0,3340.0,443.057,376.217,4.84,209.27,227.091,9321.0,-2.671,-3.438,-0.982,223.0,1718.0,850.0,102.379,20.046,22.623,1398.683,1192.945,1771.0,8.11,0.597,-4.107,yes,2026Q1,tile centroid within BCN commune polygon,37,119,43,69,268,4,17,27,7,5,56,4,31,3,0,13890,31,6,4,5248,5050,96.2271,5.0983,reported
13,Metropolitana de Santiago,134,Maipo,13402,Buin,37708,37537,1720,4.5821,7076,18.8507,37031,98.2046,22770,60.3851,28393,75.297,33374,88.5064,2042,5.4153,33602,89.1111,4106,10.8889,5.4621,0.3409,29.0776,16.9989,1.9086,14.1786,48.6178,24.1494,21.5949,48.2961,5.303,Gran Santiago,222.0,4727.0,1617.0,407.669,347.031,5.355,162.225,258.812,4547.0,3.859,7.838,-9.848,136.0,716.0,347.0,99.595,20.983,25.071,1251.603,1139.704,603.0,-2.247,8.529,-7.258,yes,2026Q1,tile centroid within BCN commune polygon,14,36,18,35,103,4,0,4,5,5,14,3,0,0,0,0,0,5,4,15737,15420,97.9856,40.8932,reported
13,Metropolitana de Santiago,134,Maipo,13403,Calera de Tango,7859,7840,348,4.4388,2603,33.2015,7743,98.524,4602,58.5571,4746,60.3894,7194,91.5384,491,6.2476,3281,41.7483,4578,58.2517,5.818,0.3254,31.8772,14.7224,0.7769,13.2832,43.6195,31.2277,20.2114,43.0846,7.0301,Gran Santiago,101.0,786.0,312.0,295.185,269.147,6.594,236.709,314.009,988.0,4.638,4.151,-19.022,64.0,185.0,108.0,110.069,17.462,24.616,1583.779,1382.853,187.0,26.474,12.506,-6.171,yes,2026Q1,tile centroid within BCN commune polygon,7,14,8,14,43,4,0,3,3,8,14,3,1,1,1,577,1,5,3,22464,21907,97.5205,278.7505,reported
13,Metropolitana de Santiago,134,Maipo,13404,Paine,25952,25787,1614,6.259,6356,24.6481,25427,97.977,12752,49.1369,17174,66.176,22064,85.0185,2136,8.2306,17136,66.0296,8816,33.9704,6.6834,0.4312,35.3291,17.7535,1.8901,14.2901,43.7246,28.6228,25.3991,47.3155,5.1448,Gran Santiago,320.0,1924.0,757.0,329.475,273.117,7.241,217.381,278.456,2434.0,3.095,3.973,2.202,151.0,428.0,244.0,63.345,13.411,25.729,1421.224,1286.369,488.0,1.518,-6.829,-9.529,yes,2026Q1,tile centroid within BCN commune polygon,12,21,14,24,71,4,0,3,4,2,9,3,0,0,0,0,0,5,4,37131,31800,85.6427,122.5339,reported
13,Metropolitana de Santiago,135,Melipilla,13501,Melipilla,46619,46371,3807,8.2099,14903,32.1386,45572,97.7541,21882,46.9379,26674,57.217,39361,84.4312,2356,5.0537,32386,69.4695,14233,30.5305,5.8471,0.3823,33.6182,20.9506,2.1956,15.5434,41.8408,30.1871,24.2418,48.8602,5.3447,Gran Santiago,354.0,3866.0,1125.0,341.215,312.777,7.673,214.424,247.142,4069.0,11.311,9.008,-16.069,226.0,1045.0,492.0,73.243,17.561,27.538,1782.563,1349.937,867.0,-1.45,-5.255,21.051,yes,2026Q1,tile centroid within BCN commune polygon,13,32,23,47,115,4,0,4,6,11,21,3,9,0,7,2069,9,5,3,167630,146092,87.1515,313.3744,reported
13,Metropolitana de Santiago,135,Melipilla,13502,Alhué,2777,2770,186,6.7148,748,27.0036,2710,97.5873,1437,51.7465,1809,65.1422,2395,86.2441,73,2.6287,1496,53.8711,1281,46.1289,7.3595,0.2589,31.5162,18.5199,2.4188,14.2599,43.0686,27.87,23.2852,46.065,4.6931,Gran Santiago,24.0,60.0,31.0,440.403,326.049,10.967,326.867,165.117,60.0,21.466,12.74,10.968,21.0,37.0,23.0,62.086,22.431,59.514,912.194,1016.027,21.0,45.455,119.481,-3.191,yes,2026Q1,tile centroid within BCN commune polygon,2,7,3,13,25,4,0,3,2,5,10,3,1,0,1,259,1,1,1,31295,28367,90.6439,1021.4980,reported
