"quadkey","tile_x","tile_y","avg_d_mbps","avg_u_mbps","avg_lat_ms","avg_lat_down_ms","avg_lat_up_ms","tests","devices"
"2100331202211223",-70.1724,-18.518700000000003,228.78,9.094,38,1817,613,1,1
"2100331202212000",-70.22189999999999,-18.5239,3.375,14.204,58,5975,3334,1,1
"2100331202212021",-70.2164,-18.534299999999998,3.874,4.701,43,6513,4387,1,1
"2100331202212030",-70.2109,-18.534299999999998,12.124,13.276,44,1834,1433,1,1
"2100331202212111",-70.18339999999999,-18.5239,45.768,43.522,43,864,1339,3,1
"2100331202213001",-70.1724,-18.5239,203.202,19.454,54,722,756,4,2
"2100331202213010",-70.1669,-18.5239,235.571,58.202,54,207,471,3,1
"2100331202213012",-70.1669,-18.5291,16.983,3.274,58,1107,2709,1,1
"2100331202213122",-70.1559,-18.5395,5.699,9.623,85,2045,3981,1,1
"2100331202213133",-70.1395,-18.5395,4.345,0.639,58,1786,3164,1,1
"2100331202213310",-70.14500000000001,-18.5447,2.271,5.357,70,5244,955,2,1
"2100331202213313",-70.1395,-18.5499,88.125,20.55,62,357,413,1,1
"2100331202221120",-70.2438,-18.576,23.417,25.506,48,738,293,1,1
"2100331202221301",-70.23830000000001,-18.5864,78.108,16.399,64,709,463,2,1
"2100331202221313",-70.2274,-18.5916,95.144,19.779,55,1058,315,8,1
"2100331202302200",-70.13399999999999,-18.5447,98.877,22.404,44,595,369,1,1
"2100331202302212",-70.123,-18.5499,41.721,14.872,63,1305,694,6,1
"2100331202302320",-70.112,-18.5551,27.184,41.559,60,2736,340,2,1
"2100331202302332",-70.101,-18.5603,18.727,4.488,60,1561,3579,2,1
"2100331202320011",-70.11749999999999,-18.5656,108.751,10.132,42,592,682,1,1
"2100331202320110",-70.101,-18.5656,20.188,4.554,76,2258,1564,29,1
"2100331202320113",-70.0955,-18.5708,6.653,18.784,39,2254,479,1,1
"2100331202321001",-70.0845,-18.5656,11.139,4.274,53,2692,1594,3,1
"2100331202321003",-70.0845,-18.5708,14.458,2.461,92,,1665,1,1
"2100331202321103",-70.0626,-18.5708,30.824,6.362,38,1704,972,1,1
"2100331202321311",-70.05160000000001,-18.5864,1.994,6.298,81,6054,551,1,1
"2100331202331120",-69.9802,-18.576,35.96,8.445,69,833,419,1,1
"2100331202331210",-69.9911,-18.5864,0.045,8.572,68,,1513,1,1
"2100331203023130",-69.8813,-18.451,26.106,4.058,58,483,2531,1,1
"2100331203113101",-69.6231,-18.357099999999996,4.963,3.443,90,3500,1736,1,1
"2100331203130130",-69.6616,-18.409299999999998,1.192,0.803,197,2689,1421,1,1
"2100331203131100",-69.6286,-18.3988,1.018,1.055,203,1690,1671,1,1
"2100331210111103",-69.27149999999999,-17.9866,7.424,0.244,73,2692,4861,1,1
"2100331210203002",-69.56269999999999,-18.1954,106.908,20.505,53,347,626,3,3
"2100331210203003",-69.5572,-18.1954,120.83,8.281,68,1353,2692,7,5
"2100331210203020",-69.56269999999999,-18.2007,62.393,23.179,68,169,1880,1,1
"2100331210203021",-69.5572,-18.2007,23.303,5.58,102,2028,2564,9,3
"2100331210220221",-69.6011,-18.263299999999997,45.337,3.033,67,620,684,1,1
"2100331211002131",-69.2166,-18.0336,7.214,1.919,69,426,161,1,1
"2100331211003230",-69.20009999999999,-18.0545,5.211,1.17,265,3249,3337,3,2
"2100331212001232",-69.55170000000001,-18.3519,21.342,2.754,78,1162,3205,1,1
"2100331212003333",-69.5242,-18.3936,7.219,1.824,81,658,4179,4,1
"2100331212021101",-69.5352,-18.3988,6.027,1.194,82,645,5808,2,1
"2100331212021330",-69.52969999999999,-18.4301,1.136,1.051,193,1275,1155,1,1
"2100331212032203",-69.5132,-18.4666,4.577,1.024,88,799,4938,3,1
"2100331212212213",-69.5023,-18.5499,8.285,3.807,59,727,2577,4,1
"2100331212212302",-69.49680000000001,-18.5499,8.973,3.799,62,756,2530,1,1
"2100331212230121",-69.4913,-18.576,4.08,2.432,95,1933,3617,7,1
"2100331212230123",-69.4913,-18.581200000000003,2.106,0.381,62,1849,4596,1,1
"2100331220020223",-70.3043,-18.7685,69.031,35.977,29,1523,366,3,1
"2100331222210131",-70.18339999999999,-19.158099999999997,661.288,81.401,53,492,564,1,1
"2100331223310232",-69.68350000000001,-19.184099999999997,2.994,1.964,92,2962,3216,3,2
"2100331230020102",-69.5847,-18.737299999999998,6.066,4.987,43,2362,1062,1,1
"2100331230020103",-69.5792,-18.737299999999998,78.735,10.223,24,469,2335,1,1
"2100333001003220",-69.91420000000001,-19.3863,5.605,2.201,71,2121,1664,1,1
"2100333001020110",-69.92519999999999,-19.396700000000003,24.779,1.789,47,834,581,1,1
"2100333001211213",-69.8099,-19.5054,13.335,24.353,21,1034,365,5,1
"2100333003013332",-69.79339999999999,-19.7228,17.51,3.263,43,2426,2159,3,1
"2100333003031212",-69.81539999999998,-19.7538,4.461,5.569,58,3245,4542,1,1
"2100333003032001",-69.8648,-19.769299999999998,12.82,2.282,61,2018,2157,57,1
"2100333003333033",-69.63410000000002,-19.9501,1.457,2.764,27,4265,3915,1,1
"2100333003333221",-69.6451,-19.965600000000002,269.201,22.266,30,914,326,1,1
"2100333003333230",-69.6396,-19.965600000000002,168.834,8.787,21,410,574,1,1
"2100333010010223",-69.5132,-19.35,295.676,5.987,98,338,186,3,1
"2100333010100001",-69.4254,-19.3137,35.867,24.913,49,2359,524,2,2
"2100333010132222",-69.343,-19.4744,12.197,3.599,59,621,2807,2,1
"2100333010230133",-69.48030000000001,-19.577900000000003,11.17,0.513,68,2371,3449,1,1
"2100333010230223",-69.5132,-19.598599999999998,2.499,4.176,63,2752,3228,5,1
"2100333010231101",-69.44730000000001,-19.562400000000004,7.918,1.002,64,1707,2315,1,1
"2100333011203230",-69.20009999999999,-19.552,6.084,2.607,78,728,3588,1,1
"2100333011233233",-69.10679999999999,-19.64,0.701,0.778,112,7655,2497,1,1
"2100333012222200",-69.6066,-19.9553,1.096,0.84,28,1348,6277,1,1
"2100333013023123",-69.1837,-19.7848,1.027,0.973,83,1492,3583,1,1
"2100333013023131",-69.17269999999999,-19.7796,0.888,1.455,110,6662,2670,1,1
"2100333013023301",-69.1837,-19.79,3.358,1.069,59,3431,2785,1,1
"2100333013130231",-68.9749,-19.7589,6.274,4.943,50,2124,682,2,1
"2100333020213300",-70.1559,-20.202900000000003,122.432,18.146,52,1982,1515,2,1
"2100333020213301",-70.1505,-20.202900000000003,38.59,8.714,38,1310,968,3,1
"2100333020213303",-70.1505,-20.208099999999998,121.922,35.188,34,955,1041,13,8
"2100333020213311",-70.1395,-20.202900000000003,62.542,13.362,112,1000,1393,6,5
"2100333020213312",-70.14500000000001,-20.208099999999998,57.399,22.864,37,1088,1426,7,4
"2100333020213313",-70.1395,-20.208099999999998,59.881,41.941,48,1451,837,7,7
"2100333020213320",-70.1559,-20.2132,54.064,19.089,36,399,2056,5,4
"2100333020213321",-70.1505,-20.2132,116.605,34.472,50,1324,808,62,29
"2100333020213322",-70.1559,-20.218400000000003,62.597,18.202,51,1534,1544,6,5
"2100333020213323",-70.1505,-20.218400000000003,59.733,18.601,76,1400,1073,30,13
"2100333020213330",-70.14500000000001,-20.2132,63.765,17.415,81,1016,1016,16,8
"2100333020213331",-70.1395,-20.2132,92.364,19.444,42,1595,776,8,8
"2100333020213332",-70.14500000000001,-20.218400000000003,124.729,34.687,48,875,832,36,9
"2100333020213333",-70.1395,-20.218400000000003,87.634,29.14,66,1491,908,6,5
"2100333020231101",-70.1505,-20.223499999999998,50.373,25.267,50,1843,1035,24,15
"2100333020231103",-70.1505,-20.2287,2.644,2.357,469,5012,,1,1
"2100333020231110",-70.14500000000001,-20.223499999999998,98.998,25.261,71,1629,838,16,11
"2100333020231111",-70.1395,-20.223499999999998,110.145,12.982,43,1069,1116,19,9
"2100333020231112",-70.14500000000001,-20.2287,20.873,12.772,87,1787,1836,25,10
"2100333020231113",-70.1395,-20.2287,32.072,18.66,48,1114,1199,11,8
"2100333020231121",-70.1505,-20.2339,50.306,17.532,135,940,746,14,8
"2100333020231130",-70.14500000000001,-20.2339,21.614,18.818,90,1538,1233,11,7
"2100333020231131",-70.1395,-20.2339,17.958,22.841,50,1684,1282,11,6
"2100333020231132",-70.14500000000001,-20.239,101.315,30.035,62,1435,966,19,14
"2100333020231133",-70.1395,-20.239,116.234,23.756,53,1487,1900,15,12
"2100333020231311",-70.1395,-20.2442,76.256,24.139,38,1427,1094,27,17
"2100333020231313",-70.1395,-20.249299999999998,2.609,2.972,69,513,9831,1,1
"2100333020302200",-70.13399999999999,-20.202900000000003,41.607,25.653,37,1924,585,3,3
"2100333020302201",-70.1285,-20.202900000000003,20.737,6.101,67,1805,807,1,1
"2100333020302220",-70.13399999999999,-20.2132,119.541,26.745,43,1088,663,11,8
"2100333020302222",-70.13399999999999,-20.218400000000003,41.767,13.856,78,2316,488,7,5
"2100333020320000",-70.13399999999999,-20.223499999999998,26.394,34.121,51,490,1630,1,1
"2100333020320002",-70.13399999999999,-20.2287,37.951,24.989,109,2111,1192,10,7
"2100333020320003",-70.1285,-20.2287,43.158,20.207,42,2231,492,3,3
"2100333020320020",-70.13399999999999,-20.2339,47.717,34.097,54,1116,608,7,7
"2100333020320021",-70.1285,-20.2339,26.753,12.794,51,1505,1830,10,4
"2100333020320022",-70.13399999999999,-20.239,46.489,16.782,48,1383,820,11,10
"2100333020320023",-70.1285,-20.239,38.307,13.736,62,839,576,1,1
"2100333020320200",-70.13399999999999,-20.2442,68.643,18.759,39,1765,1232,16,7
"2100333020320201",-70.1285,-20.2442,101.882,22.453,43,3108,2257,6,4
"2100333020320202",-70.13399999999999,-20.249299999999998,17.846,7.914,59,1986,800,3,2
"2100333020320203",-70.1285,-20.249299999999998,72.401,17.286,46,1569,1398,14,9
"2100333020320210",-70.123,-20.2442,21.117,15.857,37,1301,1183,10,3
"2100333020320212",-70.123,-20.249299999999998,120.661,10.235,71,1479,2602,8,2
"2100333020320220",-70.13399999999999,-20.2545,298.898,48.821,42,1010,837,11,5
"2100333020320221",-70.1285,-20.2545,157.681,23.982,28,510,1009,7,7
"2100333020320222",-70.13399999999999,-20.2596,0.928,0.108,121,8469,2637,1,1
"2100333020320223",-70.1285,-20.2596,201.525,19.508,41,647,1678,3,3
"2100333020320230",-70.123,-20.2545,212.075,14.93,38,613,2262,1,1
"2100333020320232",-70.123,-20.2596,26.199,1.662,62,1387,2607,3,2
"2100333020320310",-70.101,-20.2442,3.826,1.288,64,3607,2285,6,3
"2100333020320311",-70.0955,-20.2442,33.378,12.533,59,1443,1778,10,5
"2100333020320312",-70.101,-20.249299999999998,15.558,12.605,67,2862,1666,9,4
"2100333020320313",-70.0955,-20.249299999999998,18.003,9.235,46,2870,692,19,4
"2100333020320321",-70.1065,-20.2545,18.598,14.546,56,1953,1720,4,3
"2100333020320322",-70.112,-20.2596,67.767,5.286,64,293,2479,1,1
"2100333020320323",-70.1065,-20.2596,9.503,24.862,61,4659,515,3,2
"2100333020320331",-70.0955,-20.2545,87.276,19.469,46,2330,1036,17,6
"2100333020320332",-70.101,-20.2596,16.652,16.121,65,935,715,1,1
"2100333020320333",-70.0955,-20.2596,72.47,16.483,80,3331,1099,2,2
"2100333020321202",-70.09,-20.249299999999998,139.9,5.333,35,3255,919,2,1
"2100333020321220",-70.09,-20.2545,6.112,5.88,56,629,3481,1,1
"2100333020321222",-70.09,-20.2596,1.482,6.743,725,5644,1194,2,1
"2100333020321233",-70.0735,-20.2596,2.054,9.805,42,2249,714,1,1
"2100333020321302",-70.0681,-20.249299999999998,1.074,1.708,79,3268,1455,1,1
"2100333020321320",-70.0681,-20.2545,22.597,37.171,56,683,213,1,1
"2100333020321323",-70.0626,-20.2596,8.746,3.098,49,2185,1935,2,2
"2100333020322001",-70.1285,-20.2648,51.225,12.28,56,2100,1742,7,5
"2100333020322003",-70.1285,-20.2699,199.224,31.873,17,529,1444,10,6
"2100333020322010",-70.123,-20.2648,34.175,17.394,42,560,816,5,5
"2100333020322012",-70.123,-20.2699,91.547,27.069,49,797,1794,5,3
"2100333020322021",-70.1285,-20.2751,195.441,14.85,30,593,1260,2,2
"2100333020322023",-70.1285,-20.2802,14.208,10.366,243,4305,2345,2,2
"2100333020322030",-70.123,-20.2751,317.582,48.424,47,421,448,2,2
"2100333020322032",-70.123,-20.2802,116.313,22.393,168,1264,487,2,2
"2100333020322100",-70.112,-20.2648,10.726,28.313,20,2657,300,1,1
"2100333020322101",-70.1065,-20.2648,53.645,16.615,37,1534,2099,4,4
"2100333020322102",-70.112,-20.2699,22.906,2.85,59,1006,666,2,2
"2100333020322103",-70.1065,-20.2699,68.58,23.928,44,1650,866,87,11
"2100333020322110",-70.101,-20.2648,92.011,23.046,53,852,742,46,9
"2100333020322111",-70.0955,-20.2648,28.696,15.386,49,1614,990,8,5
"2100333020322112",-70.101,-20.2699,41.037,19.752,64,1738,1032,25,13
"2100333020322113",-70.0955,-20.2699,39.922,22.306,38,547,688,6,3
"2100333020322121",-70.1065,-20.2751,31.242,1.844,40,4451,3083,1,1
"2100333020322123",-70.1065,-20.2802,22.44,14.813,66,1564,912,5,5
"2100333020322130",-70.101,-20.2751,61.181,14.449,41,1842,1394,14,9
"2100333020322131",-70.0955,-20.2751,64.292,15.364,106,1728,2201,16,9
"2100333020322132",-70.101,-20.2802,36.058,13.629,95,2346,993,6,4
"2100333020322133",-70.0955,-20.2802,27.315,9.958,46,2647,1244,10,5
"2100333020322201",-70.1285,-20.285400000000003,1.706,1.641,59,4699,1761,1,1
"2100333020322203",-70.1285,-20.2905,351.127,46.625,48,908,504,3,3
"2100333020322210",-70.123,-20.285400000000003,101.73,16.274,44,1742,1482,3,2
"2100333020322212",-70.123,-20.2905,130.218,68.764,50,648,407,5,4
"2100333020322213",-70.11749999999999,-20.2905,110.057,28.92,78,918,323,1,1
"2100333020322221",-70.1285,-20.295700000000004,233.556,16.195,38,791,1204,1,1
"2100333020322233",-70.11749999999999,-20.3008,2.126,1.366,29,1012,3329,3,1
"2100333020322301",-70.1065,-20.285400000000003,14.101,11.121,53,3162,714,4,4
"2100333020322303",-70.1065,-20.2905,41.033,11.613,37,1336,1615,22,6
"2100333020322310",-70.101,-20.285400000000003,21.936,17.733,38,2061,1639,9,5
"2100333020322311",-70.0955,-20.285400000000003,24.645,23.176,63,1660,1575,4,3
"2100333020322312",-70.101,-20.2905,39.72,11.416,47,1554,1333,14,8
"2100333020322313",-70.0955,-20.2905,117.525,36.16,32,1263,1217,10,7
"2100333020322320",-70.112,-20.295700000000004,114.519,19.983,34,298,2840,1,1
"2100333020322321",-70.1065,-20.295700000000004,58.972,24.448,43,1156,1060,15,11
"2100333020322322",-70.112,-20.3008,230.509,10.05,55,420,123,1,1
"2100333020322323",-70.1065,-20.3008,40.558,8.38,46,1475,1287,17,7
"2100333020322330",-70.101,-20.295700000000004,94.151,55.894,38,1036,1360,12,7
"2100333020322331",-70.0955,-20.295700000000004,94.645,18.521,53,2267,1271,11,5
"2100333020322332",-70.101,-20.3008,6.992,2.89,112,4180,2127,12,4
"2100333020322333",-70.0955,-20.3008,3.795,2.32,70,1978,2354,8,4
"2100333020323001",-70.0845,-20.2648,38.005,6.183,41,880,911,1,1
"2100333020323002",-70.09,-20.2699,48.037,48.951,57,523,256,2,2
"2100333020323003",-70.0845,-20.2699,59.448,22.184,44,824,1494,4,2
"2100333020323010",-70.079,-20.2648,2.978,6.307,43,2191,1788,4,3
"2100333020323020",-70.09,-20.2751,174.385,46.262,48,862,843,5,2
"2100333020323021",-70.0845,-20.2751,79.827,10.82,64,2655,877,2,2
"2100333020323022",-70.09,-20.2802,144.293,26.464,41,933,322,1,1
"2100333020323023",-70.0845,-20.2802,22.81,19.796,50,1326,2001,3,3
"2100333020323030",-70.079,-20.2751,26.882,23.115,60,2248,682,3,3
"2100333020323032",-70.079,-20.2802,8.619,19.244,38,1735,885,3,3
"2100333020323101",-70.0626,-20.2648,21.516,7.536,53,3026,2216,10,3
"2100333020323200",-70.09,-20.285400000000003,21.38,3.821,56,1428,738,1,1
"2100333020323202",-70.09,-20.2905,38.539,23.078,57,2211,1506,7,6
"2100333020323203",-70.0845,-20.2905,83.017,23.685,59,698,376,1,1
"2100333020323212",-70.079,-20.2905,76.636,15.411,50,2873,1945,5,4
