region,region_nombre,provincia,provincia_nombre,comuna,comuna_nombre,hogares_total,pct_hacinamiento,pct_hacinamiento_critico,pct_no_propietario,pct_arrendatario,pct_tenencia_irregular,pct_monoparental,pct_hogares_con_nna,pct_hogares_con_mayores,pct_hogares_con_discapacidad,pct_jefatura_femenina,pct_hogares_multigeneracionales
16,Ñuble,161,Diguillín,16101,Chillán,70266,4.1065,0.2404,33.4871,22.6305,2.2856,16.8207,37.4955,30.9272,27.9788,52.1563,4.5498
16,Ñuble,161,Diguillín,16102,Bulnes,8775,4.7877,0.4384,28.161,11.7546,3.7852,14.9698,36.8145,34.8763,31.2279,47.9877,4.7999
16,Ñuble,161,Diguillín,16103,Chillán Viejo,11764,4.652,0.3211,32.4246,20.0716,1.8146,17.5839,41.1995,26.8785,30.84,53.1266,4.3789
16,Ñuble,161,Diguillín,16104,El Carmen,5014,3.2823,0.1812,29.5527,10.0439,3.4345,13.5184,35.4433,34.1853,33.2668,44.389,4.6126
16,Ñuble,161,Diguillín,16105,Pemuco,3245,5.145,0.2183,27.4746,9.9291,2.7752,14.4928,36.6944,35.3068,32.9325,45.8218,5.2112
16,Ñuble,161,Diguillín,16106,Pinto,4783,5.0912,0.2546,32.1114,13.3431,1.5291,13.1336,34.4575,34.3527,27.2518,44.8261,4.5245
16,Ñuble,161,Diguillín,16107,Quillón,7533,4.6555,0.2826,29.7089,12.3887,1.861,13.359,31.7825,39.9043,32.3275,48.8635,4.5328
16,Ñuble,161,Diguillín,16108,San Ignacio,6621,4.6074,0.3061,30.0755,10.5891,3.3384,12.9456,34.139,36.0121,35.0453,44.7885,4.2447
16,Ñuble,161,Diguillín,16109,Yungay,7316,3.7027,0.2349,32.9594,15.7477,3.5436,15.2552,34.5464,34.6012,33.0825,45.8613,3.7625
16,Ñuble,162,Itata,16201,Quirihue,4650,4.4047,0.3271,29.1038,15.5106,4.0069,16.3938,34.2094,36.6221,35.1788,50.6894,4.1361
16,Ñuble,162,Itata,16202,Cobquecura,2312,3.8664,0.3076,25.1193,10.7592,3.2538,13.3623,100,0,31.7137,45.0325,0
16,Ñuble,162,Itata,16203,Coelemu,5642,5.2385,0.252,35.5623,15.6793,4.6116,13.3203,37.5842,39.624,33.3984,47.375,6.2788
16,Ñuble,162,Itata,16204,Ninhue,2309,2.9181,0.1742,19.974,6.4991,2.1664,13.0849,100,0,40.6846,40.7279,0
16,Ñuble,162,Itata,16205,Portezuelo,2047,3.6157,0.1981,21.7604,6.1614,2.8851,12.3716,100,0,42.5917,41.467,0
16,Ñuble,162,Itata,16206,Ránquil,2618,3.635,0.2707,25.7744,7.6482,3.8241,12.5048,31.1281,42.3709,35.7935,45.3537,5.2008
16,Ñuble,162,Itata,16207,Trehuaco,2336,3.5822,0.1295,23.1164,10.6164,2.911,14.2123,34.161,38.5702,32.363,46.1045,5.2654
16,Ñuble,163,Punilla,16301,San Carlos,20691,4.7927,0.2845,28.2798,14.1447,2.4623,16.1378,36.8276,34.4814,31.8353,48.3988,4.5134
16,Ñuble,163,Punilla,16302,Coihueco,10473,4.9758,0.2222,27.6462,10.3076,2.159,14.5778,41.6221,30.5789,29.2606,40.7623,4.9198
16,Ñuble,163,Punilla,16303,Ñiquén,4921,5.0318,0.2054,23.9431,6.8496,3.2114,10.7927,31.8902,41.5244,33.5772,39.1463,4.5935
16,Ñuble,163,Punilla,16304,San Fabián,2023,4.7833,0.2491,30.8111,14.9852,1.9782,15.2819,100,0,29.9703,45.3511,0
16,Ñuble,163,Punilla,16305,San Nicolás,5445,5.2759,0.3169,25.1011,9.4818,2.5542,12.1279,37.8354,34.8585,34.5094,42.9989,5.09
